group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.02577089,0.011614523,0.011,0.989,0.011,0.011,True,Akap5,21
Oligodendrocyte Precursor Cells,0.011306303,0.011640235,0.832,0.168,0.168,0.08950000000000001,False,Akap5,21
Myocytes,0.018530518,0.024709534,0.761,0.239,0.239,0.13933333333333334,False,Akap5,21
Neurons,0.009721513,0.014146594,0.757,0.243,0.243,0.16525,False,Akap5,21
GABAergic Neurons,-0.012297061,0.019335594,0.264,0.736,0.264,0.185,False,Akap5,21
Neural Stem Cells,0.010122975,0.018320858,0.707,0.293,0.293,0.20299999999999999,False,Akap5,21
Endocrine Cells,0.0117933145,0.031099116,0.653,0.347,0.347,0.22357142857142856,False,Akap5,21
Endothelial Cells,-0.009025279,0.031246426,0.394,0.606,0.394,0.244875,False,Akap5,21
Microglia,-0.004364266,0.017982295,0.398,0.602,0.398,0.2618888888888889,False,Akap5,21
Oligodendrocytes,-0.0023270643,0.010680915,0.435,0.565,0.435,0.2792,False,Akap5,21
Astrocytes,0.0018738195,0.016028518,0.562,0.438,0.438,0.2936363636363637,False,Akap5,21
Excitatory Neurons,0.0001213635,0.0125399195,0.504,0.496,0.496,0.31050000000000005,False,Akap5,21
