group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.037354704,0.02484993,0.936,0.064,0.064,0.064,False,Afdn,21
Oligodendrocyte Precursor Cells,0.013285625,0.011693426,0.874,0.126,0.126,0.095,False,Afdn,21
Medium Spiny Neurons,-0.012812258,0.012226653,0.143,0.857,0.143,0.11099999999999999,False,Afdn,21
Neurons,0.010032887,0.014043448,0.763,0.237,0.237,0.1425,False,Afdn,21
Endocrine Cells,0.019558478,0.031308807,0.743,0.257,0.257,0.1654,False,Afdn,21
Excitatory Neurons,0.0057901014,0.012446537,0.674,0.326,0.326,0.19216666666666668,False,Afdn,21
Neural Stem Cells,0.006361308,0.017978135,0.64,0.36,0.36,0.21614285714285714,False,Afdn,21
Astrocytes,0.004068431,0.016128233,0.628,0.372,0.372,0.23562499999999997,False,Afdn,21
Endothelial Cells,-0.007155315,0.031026797,0.409,0.591,0.409,0.25488888888888883,False,Afdn,21
Oligodendrocytes,-0.0030162088,0.010624784,0.411,0.589,0.411,0.27049999999999996,False,Afdn,21
Microglia,-0.0019167236,0.017984511,0.45,0.55,0.45,0.2868181818181818,False,Afdn,21
GABAergic Neurons,-0.00094111596,0.019189006,0.502,0.498,0.498,0.3044166666666666,False,Afdn,21
