group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013809067,0.012294617,0.126,0.874,0.126,0.126,False,Aatf,21
Oligodendrocyte Precursor Cells,0.010360591,0.011672151,0.811,0.189,0.189,0.1575,False,Aatf,21
Myocytes,0.01831867,0.024772473,0.757,0.243,0.243,0.18600000000000003,False,Aatf,21
Neurons,0.00907668,0.014107852,0.738,0.262,0.262,0.20500000000000002,False,Aatf,21
Endocrine Cells,0.016575094,0.031199565,0.713,0.287,0.287,0.22139999999999999,False,Aatf,21
Excitatory Neurons,0.004118756,0.0123635465,0.628,0.372,0.372,0.24650000000000002,False,Aatf,21
Neural Stem Cells,0.0052063945,0.01818801,0.62,0.38,0.38,0.26557142857142857,False,Aatf,21
Astrocytes,0.0029315848,0.016075846,0.596,0.404,0.404,0.282875,False,Aatf,21
Endothelial Cells,-0.0075979424,0.031208087,0.406,0.594,0.406,0.29655555555555557,False,Aatf,21
Microglia,-0.002021056,0.018025063,0.446,0.554,0.446,0.3115,False,Aatf,21
GABAergic Neurons,-0.002473515,0.019031856,0.47,0.53,0.47,0.3259090909090909,False,Aatf,21
Oligodendrocytes,0.00029737205,0.010611937,0.517,0.483,0.483,0.33899999999999997,False,Aatf,21
