group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013447019,0.012367732,0.132,0.868,0.132,0.132,False,Maff,21
Oligodendrocyte Precursor Cells,0.012380145,0.011538771,0.854,0.146,0.146,0.139,False,Maff,21
Neurons,0.00911449,0.0142082395,0.738,0.262,0.262,0.18000000000000002,False,Maff,21
Neural Stem Cells,0.008509707,0.018364906,0.678,0.322,0.322,0.21550000000000002,False,Maff,21
Excitatory Neurons,0.00462758,0.01228347,0.647,0.353,0.353,0.24300000000000002,False,Maff,21
Myocytes,0.006497277,0.024664188,0.602,0.398,0.398,0.2688333333333333,False,Maff,21
Endocrine Cells,0.0064623584,0.031060105,0.592,0.408,0.408,0.2887142857142857,False,Maff,21
Astrocytes,0.0026775578,0.015988275,0.588,0.412,0.412,0.304125,False,Maff,21
Endothelial Cells,-0.0061005484,0.031244315,0.425,0.575,0.425,0.31755555555555554,False,Maff,21
Microglia,-0.0019280659,0.017949458,0.449,0.551,0.449,0.33069999999999994,False,Maff,21
GABAergic Neurons,-0.0022268067,0.018902969,0.476,0.524,0.476,0.3439090909090909,False,Maff,21
Oligodendrocytes,-0.0006369033,0.010712626,0.487,0.513,0.487,0.3558333333333333,False,Maff,21
