group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.030664803,0.011449983,0.001,0.999,0.001,0.001,True,Actr2,21
Oligodendrocyte Precursor Cells,0.012110135,0.011946475,0.836,0.164,0.164,0.0825,False,Actr2,21
Endocrine Cells,0.031245083,0.031551637,0.83,0.17,0.17,0.11166666666666668,False,Actr2,21
Myocytes,0.022422316,0.025023501,0.803,0.197,0.197,0.133,False,Actr2,21
Neural Stem Cells,0.010457016,0.017283259,0.722,0.278,0.278,0.162,False,Actr2,21
Microglia,-0.009001769,0.018996347,0.324,0.676,0.324,0.18900000000000003,False,Actr2,21
Neurons,0.005735177,0.0130738355,0.673,0.327,0.327,0.2087142857142857,False,Actr2,21
GABAergic Neurons,-0.0058864225,0.020668127,0.398,0.602,0.398,0.232375,False,Actr2,21
Endothelial Cells,-0.0072072744,0.030336393,0.408,0.592,0.408,0.2518888888888889,False,Actr2,21
Astrocytes,0.0024831654,0.016733076,0.58,0.42,0.42,0.2687,False,Actr2,21
Oligodendrocytes,0.0008753362,0.009913381,0.541,0.459,0.459,0.286,False,Actr2,21
Excitatory Neurons,-3.8613063e-05,0.013673196,0.501,0.499,0.499,0.30375,False,Actr2,21
