,baseMean,log2FC_mtDSB_vs_control,lfcSE_mtDSB_vs_control,stat,pvalue_mtDSB_vs_control,padj_mtDSB_vs_control
Ackr1,98.45516841048175,-0.04156426092308562,0.24870669222323577,-0.16712160236435494,0.8672743688181839,0.9996869425150439
Ackr2,0.6505529418534322,2.769878382954267,2.885980338354114,0.9597703581494043,0.3371708038176968,0.9996869425150439
Ackr3,30.15903346064607,-0.023533950676739777,0.3668249496208028,-0.06415580701658237,0.948846165754107,0.9996869425150439
Ackr4,0.8447133897781178,0.5437492934168578,2.315753397926893,0.2348044890719507,0.8143604833663352,0.9996869425150439
Acly,1309.4786893686821,-0.07102126708848201,0.10386312121562234,-0.6837967726873926,0.494103504803741,0.9996869425150439
Acod1,1.212166908741523,-1.6333238075739578,2.078584965881654,-0.7857864048781698,0.4319926326119672,0.9996869425150439
Acot6,29.921091480464977,-0.15015087156920978,0.35582132581280973,-0.4219839022470538,0.673036767407777,0.9996869425150439
Acox1,948.3270640816231,-0.03429826332877047,0.11297517738836528,-0.3035911438392011,0.7614393995166975,0.9996869425150439
Acp2,605.1960244838273,-0.05026596434539459,0.13735443414731166,-0.3659580752339215,0.7143963598301699,0.9996869425150439
Acp5,1.3350687344632668,-1.6877684444456469,1.7388910303989524,-0.9706004660098934,0.33174727382557223,0.9996869425150439
Acr,4.478928845650333,-0.20928082559370312,0.9665049217094251,-0.21653363670777287,0.8285718087155812,0.9996869425150439
Acsl1,165.96669918679348,-0.07549532199309164,0.17482216051124339,-0.43184068754393573,0.6658572055122065,0.9996869425150439
Acsl4,767.8012007509891,-0.04705466789069273,0.11995585529756446,-0.3922665365018502,0.6948612863108945,0.9996869425150439
Acsl6,930.7768909862629,-0.07885306946776625,0.15125360962394138,-0.5213301663597778,0.6021367898924265,0.9996869425150439
Acss1,360.1511725928583,-0.007106140561509205,0.1286069724647102,-0.05525470684304564,0.9559355457082611,0.9996869425150439
Acss2,136.20135523210203,-0.0358934537533208,0.18538913770442092,-0.19361141757155312,0.8464801574312324,0.9996869425150439
Actc1,0.0,,,,,
Actg2,0.0,,,,,
Actl6a,102.75411906188374,-0.008667978510473672,0.21535298019662316,-0.040250097781602885,0.9678937377106078,0.9996869425150439
Actl6b,129.37037239430504,0.06323767277327184,0.2037425704302555,0.3103802638777406,0.7562718007102056,0.9996869425150439
Actn1,266.69245032293776,-0.293884476337455,0.1715476992706073,-1.7131356327540594,0.08668758996555431,0.9996869425150439
Actn2,80.23853170994755,-0.5815948657787334,0.3399223937600462,-1.7109636683403848,0.08708781994109929,0.9996869425150439
Actr1a,176.21067413037653,-0.08735223681041446,0.16653781013534352,-0.5245189470152407,0.5999176450898651,0.9996869425150439
Actr1b,390.8615024703203,-0.0024804167340869245,0.13796305564945419,-0.01797884747050931,0.9856557279576679,0.9996869425150439
Actr2,3117.4060070439077,-0.07619129026399173,0.09175595394269188,-0.8303688969500399,0.40633024532364936,0.9996869425150439
Acvr1,252.81991051345605,0.05940222719681705,0.14260013053007614,0.4165650268061177,0.6769965947003495,0.9996869425150439
Acvr1b,239.08661034627494,-0.027871808056445627,0.1452705717624177,-0.19186135029487245,0.8478508129395737,0.9996869425150439
Acvr1c,39.884307557407716,0.5259994407353199,0.38851778487816996,1.3538619368486848,0.17578042903610946,0.9996869425150439
Acvr2a,255.90790349440272,-0.1865222140809241,0.20048947159391367,-0.9303342095624856,0.352198070674247,0.9996869425150439
Acvr2b,96.9950015589028,0.07537871671589298,0.22778723425400163,0.33091721299815896,0.7407070197087002,0.9996869425150439
Acvrl1,165.99753927268094,-0.0576720545858265,0.183592924566929,-0.31413005006520334,0.7534222672042523,0.9996869425150439
Ada,10.021916121577112,-0.36732841583033765,0.608661981889674,-0.6035014946882612,0.546175121484445,0.9996869425150439
Adad1,0.15009450111045408,-1.0636962957311962,4.426515555134809,-0.24030104096150665,0.8100968880814265,0.9996869425150439
Adad2,0.3177514397876005,-0.10190611433918831,3.7084725982697773,-0.02747926852330891,0.978077474924855,0.9996869425150439
Adam10,1372.0216139223278,-0.034348559866231976,0.09609093077546328,-0.3574589151029729,0.7207482781447859,0.9996869425150439
Adam17,292.53546180079945,-0.07885458824832738,0.14834830291152404,-0.5315503224553692,0.5950374791976263,0.9996869425150439
Adam18,6.603147368203534,-0.121970537399818,0.7720225791766375,-0.15798830330830435,0.8744660155680779,0.9996869425150439
Adam28,0.37003317328651025,-0.10190574033524398,3.5333640312191656,-0.02884099669177931,0.9769914038359058,0.9996869425150439
Adamdec1,0.44603467391167206,-0.8444892354656142,3.2479242366149648,-0.26000890844232055,0.7948569019283402,0.9996869425150439
Adamts1,88.70111413712914,0.21957586190283845,0.2513678000641112,0.8735242216657654,0.3823774098313236,0.9996869425150439
Adamts13,0.46533356560959344,0.7732863764130463,2.91442459258707,0.2653307203006468,0.7907547009516352,0.9996869425150439
Adamts14,0.8336302847648746,0.4778466627985173,2.027175092796518,0.23572046859520196,0.8136495857589949,0.9996869425150439
Adamts18,1.9543752886469399,0.43346719892270397,1.3315221308474514,0.3255426168897564,0.7447704339382804,0.9996869425150439
Adamts20,22.042461285887722,0.20711995180118054,0.4252840948832235,0.48701551337830423,0.6262473372390204,0.9996869425150439
Adamts3,36.153835994969974,-0.12604152265987598,0.3623247018913036,-0.3478689749883188,0.7279385861386601,0.9996869425150439
Adamts5,4.080323837074951,0.27722540626934367,0.9341161808645135,0.29677829369444686,0.7666357783824893,0.9996869425150439
Adamts6,44.24645678971572,-0.37783541411285326,0.3128520006660737,-1.2077129547147771,0.2271576932490863,0.9996869425150439
Adar,357.1070319921427,0.159946496396476,0.1325319218748688,1.2068526143270668,0.22748890930891907,0.9996869425150439
Adarb1,605.936313781296,-0.025028632308888566,0.16495779382635337,-0.15172749179244926,0.8794018728915737,0.9996869425150439
Adcy1,940.2070856220256,0.04952729371916419,0.1534742495695275,0.32270751515697843,0.7469167601450364,0.9996869425150439
Adcy2,230.68422124141216,-0.12674688783951746,0.1743426518788076,-0.7269987376790861,0.4672267290337909,0.9996869425150439
Adcy3,41.26373247678137,0.38787812423263046,0.32905709067525946,1.178756316834456,0.2384952233455152,0.9996869425150439
Adcy8,50.773218315860085,-0.14310133563810673,0.30584570376094644,-0.4678873493346726,0.6398651507001608,0.9996869425150439
Adcyap1,79.31846494591933,-0.058450368917294576,0.3499511800339835,-0.16702435154417397,0.8673508883000524,0.9996869425150439
Adcyap1r1,310.7672338912195,0.1701068378805668,0.17028832069539526,0.9989342615272301,0.3178265377136543,0.9996869425150439
Add2,909.5382452610824,-0.07496228435660583,0.14336679459625765,-0.5228706170610206,0.6010642932913308,0.9996869425150439
Adgra2,16.95339071828391,0.19300035512724523,0.47211455640464506,0.40879984001557956,0.6826865573229398,0.9996869425150439
Adgra3,61.40398233276405,0.004692198250203757,0.2814497443533564,0.016671531398915626,0.9866986586570974,0.9996869425150439
Adgrb1,985.114557722715,0.02072706571235187,0.13033512426559332,0.15902900947955387,0.8736460184064572,0.9996869425150439
Adgre1,817.9821802268775,0.030845736947648847,0.10856634111219794,0.28411878517459943,0.7763193514381472,0.9996869425150439
Adgre5,39.31280934526608,0.1704553787459016,0.31657903135002446,0.5384291499629938,0.5902808063219227,0.9996869425150439
Adgrf1,0.1676569386771464,0.8598778563869296,4.426508515467073,0.19425645593640017,0.8459750792456796,0.9996869425150439
Adgrf5,214.7128142263488,-0.11321232432211197,0.18539084106247122,-0.6106683786172735,0.5414191442245186,0.9996869425150439
Adgrg1,751.6955347575218,-0.28166913221453127,0.19458543541860715,-1.4475345064165928,0.14774727926915912,0.9996869425150439
Adgrg2,4.319376789132163,0.15487269433535322,0.9318081439633745,0.16620663313438547,0.867994339567785,0.9996869425150439
Adgrg5,35.356631624340515,0.9875874905725667,0.5330667489159965,1.8526525854048272,0.06393217010517076,0.9996869425150439
Adgrg6,4.956028890563583,0.32703291195282447,0.9341292231487874,0.3500938669389373,0.7262682534805761,0.9996869425150439
Adgrg7,0.0,,,,,
Adgrl1,643.4427058243391,0.02056375851563824,0.12522420789696428,0.1642155207925795,0.8695614831454576,0.9996869425150439
Adgrl2,131.5710764885814,0.10462426602841854,0.1927401861399654,0.5428253864632141,0.5872500324508056,0.9996869425150439
Adgrl3,311.68728444308675,0.09029741370820636,0.13993173315366594,0.6452961860269844,0.5187352638436673,0.9996869425150439
Adgrv1,2.4642688500732945,0.886960781354031,1.2118986681071828,0.7318770163674991,0.4642436356659573,0.9996869425150439
Adh5,566.8627012293601,-0.17213358008197888,0.11834452551700252,-1.4545124020734572,0.14580429757829397,0.9996869425150439
Adipoq,0.16939339280837543,0.8598778563869296,4.426508515467073,0.19425645593640017,0.8459750792456796,0.9996869425150439
Adipor1,595.5318770560139,-0.14255591491424383,0.121132056041136,-1.1768636608119023,0.23924992834576186,0.9996869425150439
Adm,4.871507296374702,0.8294780805192165,0.8904113065059734,0.9315673267606377,0.35156017514517346,0.9996869425150439
Adora1,460.64913758449535,-0.031027573981217943,0.13525559782748545,-0.2293995552094835,0.8185583818373526,0.9996869425150439
Adora2a,87.3911910087735,-0.8540890962012894,0.36081332244081604,-2.3671218413543613,0.01792702993543248,0.9996869425150439
Adora2b,12.427280722570167,-0.17693291852080778,0.5766652459634247,-0.30682084581880603,0.7589797403993005,0.9996869425150439
Adprhl1,0.4858517913062135,-0.9838415663650872,3.1660915804639362,-0.31074324332113035,0.7559958201183512,0.9996869425150439
Adra1a,52.63713095881863,0.11808959066146081,0.3214580286438075,0.36735617137847354,0.7133533597340267,0.9996869425150439
Adra1b,41.04149296742096,0.17264429025394296,0.3262298101378036,0.5292106511695415,0.5966593287490225,0.9996869425150439
Adra2a,18.208743105774296,-0.21971427520596737,0.47603074281459856,-0.46155480191652304,0.6444006133192519,0.9996869425150439
Adrb1,387.3742817009325,0.34320699483520983,0.1302508345771924,2.6349696410721286,0.008414480876399243,0.9996869425150439
Adrb2,437.96724175828746,-0.14220111654406734,0.13042885894953382,-1.090258073936601,0.2755994780884409,0.9996869425150439
Adrb3,0.9488392357852286,0.9312933442005291,1.9278215707032558,0.4830806742455941,0.6290384555037163,0.9996869425150439
Adtrp,22.481848492724783,-0.06046832874289981,0.4069828852070205,-0.14857708012006773,0.8818873596588944,0.9996869425150439
Aebp2,272.7227526774917,0.17839406481783102,0.13994341656580797,1.2747585359540066,0.20239472098495848,0.9996869425150439
Afap1l2,43.7013973407069,-0.283996491136656,0.35200584421634623,-0.806794818332928,0.41978470497243436,0.9996869425150439
Afdn,148.17983116961594,0.021467236382603228,0.1891299920698714,0.11350519369065726,0.9096300457238548,0.9996869425150439
Afg3l2,333.8184950684107,0.03426678104850629,0.13160942445447882,0.2603672281870552,0.7945805195166241,0.9996869425150439
Afp,5.498930561623101,-0.776873286011955,0.9795892950285028,-0.7930602038575265,0.4277427474977855,0.9996869425150439
Ager,10.802545179697667,0.008660568636899683,0.5829011743152605,0.014857696327466377,0.988145709634174,0.9996869425150439
Agl,250.6989999733108,0.06171509582610961,0.14808755701467333,0.41674734238471195,0.6768632221167689,0.9996869425150439
Ago1,275.5115222697265,-0.012457829520968418,0.14285059026804517,-0.0872088067511133,0.9305055392544799,0.9996869425150439
Ago2,202.40301639914307,0.03975653671432776,0.15310630884584364,0.2596662215556183,0.795121250353747,0.9996869425150439
Ago3,207.64365170260507,0.09985746367738703,0.16804211267020686,0.5942407060387508,0.5523511304874875,0.9996869425150439
Agpat3,1604.8408663503087,-0.02052991814339637,0.10016127229737136,-0.20496862382542996,0.83759663911859,0.9996869425150439
Agpat4,220.1904151071682,-0.07999990828110856,0.1613871002556781,-0.4957019994433782,0.6201046762085949,0.9996869425150439
Agps,721.5331191727654,-0.046689481483729915,0.10850166453965009,-0.43031120012604085,0.6669692809036689,0.9996869425150439
Agr3,2.026935922799185,-1.675436635493638,1.438574037334161,-1.1646509613077753,0.24416030653677057,0.9996869425150439
Agrn,86.32228073581352,0.3942306284554712,0.22570721271346667,1.7466461249332939,0.08069874101725001,0.9996869425150439
Agrp,6.163933026501343,5.020018516419403,3.164246321244427,1.5864815841660336,0.11263010642594984,0.9996869425150439
Agt,68.20006438663715,0.0027743247596734074,0.2538641833125232,0.010928381953975896,0.9912805863239608,0.9997424303603009
Agtr1a,0.8277606192107747,-1.9500517180085015,2.4565628964800252,-0.7938130632855782,0.4273042665682245,0.9996869425150439
Agtr1b,0.3464854521688987,-0.10190589570602776,3.607144358478189,-0.028251127645199277,0.9774618595132831,0.9996869425150439
Agtr2,1.7493204245912322,1.3305769464199202,1.526759864776717,0.8715037492909942,0.38347915959726087,0.9996869425150439
Agtrap,28.02830957517069,-0.08995214327655635,0.399318032336533,-0.2252644158096708,0.8217735803320161,0.9996869425150439
Agxt2,0.0,,,,,
Ahi1,644.4898363979163,0.15094796434666014,0.15726430639772368,0.959836137037419,0.3371376917947879,0.9996869425150439
Ahr,20.41441264400745,-0.315029417932015,0.46068064444834955,-0.6838347165838772,0.49407954169956425,0.9996869425150439
Aicda,0.0,,,,,
Aida,252.49721059807757,-0.016027172661383773,0.16848869491004892,-0.09512313375054748,0.9242170233141165,0.9996869425150439
Aif1,2892.4630832849557,-0.08714628411299144,0.1093519838018633,-0.7969337279778413,0.42548952131672413,0.9996869425150439
Aif1l,20.23288631579265,-0.08574692238309409,0.4537561391070668,-0.18897137689824517,0.8501152505058172,0.9996869425150439
Aifm1,43.65951155257423,-0.06780576436168688,0.30144630612686624,-0.22493479927781979,0.8220299969871332,0.9996869425150439
Aim2,377.46441401566375,-0.13801270581611022,0.1301652184454115,-1.0602886659310589,0.28901329395298136,0.9996869425150439
Aip,346.3310919494126,-0.09173146983120822,0.14391833009977023,-0.637385590616679,0.5238737118879708,0.9996869425150439
Aire,0.0,,,,,
Ajuba,29.97916723737576,0.05672308637277732,0.36746596766016393,0.15436282911846516,0.8773236603994438,0.9996869425150439
Ak4,98.18784754141087,-0.048293171502708176,0.21964393452013312,-0.2198702714382559,0.8259721897242072,0.9996869425150439
Akap5,238.09789631008076,-0.25028592553617124,0.1830859411860584,-1.3670406581454653,0.1716125618289518,0.9996869425150439
Akap9,187.43021489232012,0.057854951282047595,0.18032716343196414,0.32083325762441645,0.7483367546810518,0.9996869425150439
Akip1,63.70910500422085,-0.11622164641583034,0.2658284917432782,-0.4372053787525172,0.6619624092936889,0.9996869425150439
Akr1b3,259.1475877403003,-0.03109510360021469,0.14412711112341897,-0.21574777540352777,0.8291843586958774,0.9996869425150439
Akt1,715.0354737494566,-0.11130432647564348,0.1160646468798381,-0.9589856124826452,0.3375659932636189,0.9996869425150439
Akt1s1,303.38428942630355,-0.06938310570655006,0.14514455450169716,-0.47802761836124386,0.6326305478941383,0.9996869425150439
Akt2,153.5913267598157,0.052281810589629656,0.18747573394508693,0.27887241452242234,0.780342739053729,0.9996869425150439
Akt3,156.2208153096726,-0.14005161830708032,0.17146718284485668,-0.8167838065771388,0.41405198793202724,0.9996869425150439
Aldh1a2,10.233777476625255,-0.2670017474869405,0.6050720603699876,-0.44127264333387844,0.6590156285029583,0.9996869425150439
Aldh1a3,1.8012743632454944,0.2450914411257777,1.4973019318610952,0.16368872296927942,0.8699761955690803,0.9996869425150439
Aldh1l1,119.58113901882068,-0.23081288415910076,0.21453807260253957,-1.0758597826443257,0.2819899707228938,0.9996869425150439
Aldh1l2,11.929429943155334,0.09295211675593076,0.6726158605348392,0.1381949522897344,0.89008634431113,0.9996869425150439
Aldh2,25.40580752017186,0.30001652879048046,0.3970912777397573,0.755535428776411,0.44992778290173063,0.9996869425150439
Aldh3a1,1.7449190251443187,-1.365795065793981,1.4811701932611976,-0.922105421786009,0.3564735891824158,0.9996869425150439
Aldh4a1,80.12042168158558,-0.16876433338580557,0.2269942923342751,-0.74347390698829,0.45719481330497636,0.9996869425150439
Aldh9a1,138.28322304418154,0.003456994688423988,0.19544505988673821,0.01768780797236492,0.985887906956404,0.9996869425150439
Aldoa,4466.228435956081,0.053216585964902176,0.09838739839863386,0.5408882319388689,0.588584622669439,0.9996869425150439
Aldoc,3799.008150884298,-0.14539526330385769,0.13195642836748525,-1.1018429727345047,0.2705299444920808,0.9996869425150439
Alg13,58.04847590535076,0.26195000586353956,0.27727584135351463,0.9447271157300888,0.3447982098770137,0.9996869425150439
Alk,13.480471665340993,-0.12608854621432267,0.5246525418078737,-0.24032771437614792,0.8100762115251731,0.9996869425150439
Alkbh5,157.922922372565,0.05091831076742943,0.17497618457470662,0.29100137765142375,0.7710502658697512,0.9996869425150439
Alox12,4.370643276430557,-0.3078675915172585,0.9172845207684447,-0.33562933260810496,0.7371504016212915,0.9996869425150439
Alox12b,2.6849328072455196,-0.4568237131664554,1.1545955206586311,-0.39565692486479026,0.692358136667464,0.9996869425150439
Alox12e,1.2025366709195051,-0.5576182061919619,1.7533552242096404,-0.31802922676054957,0.7504627672036712,0.9996869425150439
Alox15,1.1259312951457519,0.2540519659704396,1.798666922256979,0.14124458665846454,0.8876767240556511,0.9996869425150439
Alox5,176.7538425322579,0.08524464334593582,0.1902401883171385,0.4480895656170681,0.6540885582437238,0.9996869425150439
Alpl,54.400203743077036,-0.2731336498196488,0.2932218357708616,-0.931491507450657,0.3515993755913642,0.9996869425150439
Als2,107.93723754274066,0.04800524783920702,0.20321648910882356,0.2362271292537681,0.8132564290482853,0.9996869425150439
Alx1,0.5064437242938973,2.400967802795293,3.3382052045355555,0.7192391287189727,0.47199359422299003,0.9996869425150439
Alx4,1.4813520271447398,-1.7577274401389937,1.9526625629768932,-0.9001695804826028,0.36803001185018,0.9996869425150439
Ambra1,459.516553791924,-0.06287461437660806,0.1280723841532507,-0.4909303031430464,0.6234757434300684,0.9996869425150439
Amd1,499.0991291107027,0.01841291185829916,0.1293399439307104,0.1423605987347827,0.8867951830023812,0.9996869425150439
Amelx,0.0,,,,,
Amer1,40.340568036166104,0.22695394831959106,0.3059790710927044,0.7417303004061653,0.458250757527938,0.9996869425150439
Amfr,1389.12523870998,-0.0229987291005973,0.10440093343393769,-0.22029237042358749,0.8256434617458351,0.9996869425150439
Amh,3.9707298276494516,0.9262692834793421,0.9750354230924057,0.9499852636549372,0.34211974047322136,0.9996869425150439
Amhr2,2.3113341788297324,0.7841275112168155,1.2410985558289342,0.6318011631985937,0.5275168134638029,0.9996869425150439
Amigo3,5.327541913658794,-0.3506736289775994,0.862405786720581,-0.406622537067017,0.6842852419888383,0.9996869425150439
Amy1,19.335007987615455,-0.12657991739063765,0.4634903371587873,-0.2731015238992407,0.7847751753395587,0.9996869425150439
Amy2a5,15.873010375206185,-0.13032056531039585,0.5803645276120221,-0.2245495014083909,0.8223297535974367,0.9996869425150439
Anapc11,200.83698337180374,-0.10431731911515296,0.1837387879829156,-0.567747944026128,0.5702061314655715,0.9996869425150439
Anapc15,31.952328749208203,-0.036041554330747023,0.34371241594959956,-0.10485962292392718,0.9164871985155716,0.9996869425150439
Anapc16,291.7858748750985,0.09289504076053796,0.16155091938713753,0.5750201924752039,0.5652776407024764,0.9996869425150439
Anapc2,564.0315543325645,-0.07751013684358633,0.12700404097154827,-0.610296619309541,0.5416653360044963,0.9996869425150439
Anapc4,336.89987399328106,0.10640198405497162,0.13652117139962114,0.7793808312962286,0.4357554120955498,0.9996869425150439
Anapc5,524.8201206137918,0.10289265416515884,0.11591729449300534,0.8876385065333592,0.3747352336008666,0.9996869425150439
Ang,124.06272197899987,-0.07471874738312458,0.2306772699373641,-0.32391031592931974,0.7460059337086963,0.9996869425150439
Angpt1,9.376737914665355,0.7098593900568664,0.6497667454493742,1.0924834104366676,0.27462067835671444,0.9996869425150439
Angpt2,4.764986407861251,0.6307390754856242,0.8938767589603761,0.7056219654029329,0.4804232606888781,0.9996869425150439
Angpt4,0.0,,,,,
Angptl3,0.6860481589428816,-0.07104393000573202,2.505377926782417,-0.028356572174710437,0.9773777606440865,0.9996869425150439
Angptl4,6.457766882534543,0.11787175887523664,0.7519761136111824,0.15674933916342926,0.8754424006448568,0.9996869425150439
Angptl8,0.0,,,,,
Ank,799.7038686846576,0.322970826432389,0.1494703965394397,2.1607678437326485,0.030713277205874415,0.9996869425150439
Ank1,100.37809588747528,-0.07167835008765472,0.21513928732469612,-0.3331718301152272,0.7390045808556516,0.9996869425150439
Ank2,767.6923147929547,-0.08262155782504293,0.10610683617189101,-0.7786638524514822,0.4361777547953444,0.9996869425150439
Ankle2,796.0748985684672,-0.01823052426154839,0.11204006490134803,-0.16271433149918718,0.8707433624719737,0.9996869425150439
Ankrd11,256.36816168571585,0.11926636838010904,0.14545145247489513,0.8199737187271772,0.4122310895696677,0.9996869425150439
Ankrd13a,415.53814144910024,-0.0609445611681848,0.12646561157207026,-0.4819061910237448,0.6298725879227984,0.9996869425150439
Ankrd13b,182.1697723180755,-0.016728961825369003,0.20066570931463487,-0.0833673171291002,0.9335594751736093,0.9996869425150439
Ankrd13d,81.71876601018687,0.10938849270999416,0.22502509206871962,0.4861168668096285,0.6268843088653218,0.9996869425150439
Anks6,60.7416563865817,0.05549487293799451,0.2581490400066007,0.21497222277710404,0.829788975273089,0.9996869425150439
Anln,78.27134161179805,-0.3635142288221863,0.3172984546341909,-1.1456539529676466,0.25193836371125045,0.9996869425150439
Ano1,12.972389825633442,-0.5016896845540952,0.5420838131735661,-0.9254836103978311,0.3547144051636466,0.9996869425150439
Ano5,4.659363432766196,1.2251208925956294,0.9512126229666958,1.2879569330931004,0.19776095522023296,0.9996869425150439
Anp32e,219.99594679741347,0.2246395513972181,0.1518206739354313,1.4796374273292738,0.13897003261930257,0.9996869425150439
Anxa2,67.17405744635776,0.3914244394194317,0.2773481497420164,1.4113108011844564,0.15815299102336178,0.9996869425150439
Anxa6,361.07090018400817,-0.08157585025417705,0.13268700874780792,-0.614799075086729,0.5386874201943836,0.9996869425150439
Anxa8,1.4783962390148118,-0.21120921290790426,1.956163432558034,-0.10797114872539582,0.9140185783709445,0.9996869425150439
Aox3,4.146215813385864,-0.972328844347448,1.0457625919164895,-0.9297797146917781,0.35248515133542424,0.9996869425150439
Ap1b1,895.4370063049486,0.09442730996116955,0.10793815107430896,0.8748279363814745,0.38166753428745714,0.9996869425150439
Ap1g1,629.0305150079314,0.0362865507614578,0.11358651310166586,0.3194617897019116,0.7493763619346543,0.9996869425150439
Ap1s1,255.00424443132147,-0.08402689265466771,0.17425823864230103,-0.4821975322908507,0.6296656296969877,0.9996869425150439
Ap2a1,193.7654451703916,-0.1228685514548737,0.1724477042675966,-0.712497461051797,0.4761567831056982,0.9996869425150439
