,log2FC_mtDSB_vs_control,lfcSE_mtDSB_vs_control,delta_log2FC,se_delta,z,p_delta,q_delta,mean_cpm_all,detect_rate_all,mean_cpm_cond_control,mean_cpm_cond_mtDSB,mean_cpm_age_21,mean_cpm_age_60
Acvr1b,-0.027871808056445627,0.1452705717624177,0.0,0.2054436128001051,0.0,1.0,1.0,158.59866349996744,1.0,163.69852890026914,153.49879809966578,163.50158368606105,153.69574331387386
Acvr1c,0.5259994407353199,0.38851778487816996,0.0,0.5494471205978605,0.0,1.0,1.0,27.912800107597274,1.0,26.546690017285144,29.278910197909408,27.357774960881475,28.46782525431308
Acvr2a,-0.1865222140809241,0.20048947159391367,0.0,0.2835349298411281,0.0,1.0,1.0,169.81317736731924,1.0,177.62898723610144,161.99736749853705,174.90477134551375,164.72158338912473
Acvr2b,0.07537871671589298,0.22778723425400163,0.0,0.32213979601746634,0.0,1.0,1.0,61.45356059294095,1.0,62.168957237777896,60.73816394810401,66.39384351245428,56.513277673427616
Acvrl1,-0.0576720545858265,0.183592924566929,0.0,0.25963960387829155,0.0,1.0,1.0,108.31923174383898,1.0,108.71517163563915,107.92329185203879,113.53876501108705,103.0996984765909
Ada,-0.36732841583033765,0.608661981889674,0.0,0.8607780296892642,0.0,1.0,1.0,6.5174705828166255,1.0,6.402403807573162,6.63253735806009,6.8485828642549125,6.186358301378341
Adad1,-1.0636962957311962,4.426515555134809,0.0,6.260038332127118,0.0,1.0,1.0,0.10453426021309177,0.16666666666666666,0.20906852042618354,0.0,0.10092648494651198,0.10814203547967156
Adad2,-0.10190611433918831,3.7084725982697773,0.0,5.24457224416211,0.0,1.0,1.0,0.18653713630241497,0.3333333333333333,0.10092648494651198,0.272147787658318,0.21716770873411603,0.15590656387071392
Adam10,-0.034348559866231976,0.09609093077546328,0.0,0.1358930975237144,0.0,1.0,1.0,911.1146329229917,1.0,913.7764420933054,908.4528237526783,938.1428159373299,884.0864499086538
Adam17,-0.07885458824832738,0.14834830291152404,0.0,0.2097961819325094,0.0,1.0,1.0,203.4455317689659,1.0,196.8210132566845,210.07005028124732,199.97822223978378,206.9128412981481
Adam18,-0.121970537399818,0.7720225791766375,0.0,1.0918048019298574,0.0,1.0,1.0,4.213929466609353,1.0,4.0057625450412155,4.422096388177489,4.513079614685204,3.9147793185335
Adam28,-0.10190574033524398,3.5333640312191656,0.0,4.996931333751416,0.0,1.0,1.0,0.17758883303001774,0.25,0.13558380760549235,0.21959385845454316,0.2534402349057552,0.10173743115428034
Adamdec1,-0.8444892354656142,3.2479242366149648,0.0,4.593258504981165,0.0,1.0,1.0,0.15099048676643856,0.16666666666666666,0.20185296989302395,0.10012800363985318,0.3019809735328771,0.0
Adamts1,0.21957586190283845,0.2513678000641112,0.0,0.35548775199455457,0.0,1.0,1.0,68.70891774961767,1.0,59.6056118918921,77.81222360734324,60.69075569971539,76.72707979951997
Adamts13,0.7732863764130463,2.91442459258707,0.0,4.121618785350317,0.0,1.0,1.0,0.252564902463005,0.4166666666666667,0.2120511532671582,0.2930786516588518,0.31891091588662795,0.18621888903938202
Adamts14,0.4778466627985173,2.027175092796518,0.0,2.8668585095377734,0.0,1.0,1.0,0.39909537459244193,0.5833333333333334,0.3556268290242966,0.44256392016058727,0.5707359472797243,0.22745480190515951
Adamts18,0.43346719892270397,1.3315221308474514,0.0,1.8830566560443887,0.0,1.0,1.0,1.506897107502313,1.0,1.5770667921524926,1.4367274228521334,1.33861773642606,1.6751764785785657
Adamts20,0.20711995180118054,0.4252840948832235,0.0,0.6014425348454209,0.0,1.0,1.0,15.985757090632825,1.0,14.148218577444274,17.823295603821382,15.100613184906384,16.870900996359268
Adamts3,-0.12604152265987598,0.3623247018913036,0.0,0.5124045073974702,0.0,1.0,1.0,23.08127508872309,1.0,22.004940873368906,24.157609304077273,24.71380815830038,21.4487420191458
Adamts5,0.27722540626934367,0.9341161808645135,0.0,1.321039771810754,0.0,1.0,1.0,2.881822841578064,1.0,2.923998738576597,2.839646944579531,2.7945500562591508,2.9690956268969777
Adamts6,-0.37783541411285326,0.3128520006660737,0.0,0.44243954235751803,0.0,1.0,1.0,30.314601240377016,1.0,30.924928852078196,29.70427362867584,30.201639301822976,30.427563178931063
Adar,0.159946496396476,0.1325319218748688,0.0,0.18742844136281095,0.0,1.0,1.0,248.5747588474035,1.0,236.48680554795362,260.6627121468534,244.40263217312292,252.7468855216841
Adarb1,-0.025028632308888566,0.16495779382635337,0.0,0.23328554924837372,0.0,1.0,1.0,428.7540573402794,1.0,416.90410056842785,440.604014112131,414.16315794850107,443.3449567320579
Adcy1,0.04952729371916419,0.1534742495695275,0.0,0.21704536521625892,0.0,1.0,1.0,679.3125750543091,1.0,683.9459091010713,674.6792410075468,643.1208029691862,715.5043471394318
Adcy2,-0.12674688783951746,0.1743426518788076,0.0,0.24655774278710088,0.0,1.0,1.0,155.39150334415922,1.0,161.25797942733124,149.52502726098717,157.7206633132166,153.06234337510185
Adcy3,0.38787812423263046,0.32905709067525946,0.0,0.4653570004279852,0.0,1.0,1.0,27.08182310737962,1.0,23.76734653904063,30.39629967571862,28.24517823467153,25.918467980087712
Adcy8,-0.14310133563810673,0.30584570376094644,0.0,0.43253114225227435,0.0,1.0,1.0,37.52378782466389,1.0,40.61524758450069,34.4323280648271,34.68516762292975,40.36240802639805
Adcyap1,-0.058450368917294576,0.3499511800339835,0.0,0.49490570497252817,0.0,1.0,1.0,50.959097937810526,1.0,52.20481552246398,49.713380353157085,54.23525195248455,47.68294392313652
Adcyap1r1,0.1701068378805668,0.17028832069539526,0.0,0.240824052641167,0.0,1.0,1.0,227.53397228499045,1.0,215.5012614554336,239.56668311454726,212.7373335157773,242.3306110542036
Add2,-0.07496228435660583,0.14336679459625765,0.0,0.2027512653119853,0.0,1.0,1.0,626.7930740203755,1.0,639.4328841657009,614.1532638750499,622.0760366959433,631.5101113448075
Adgra2,0.19300035512724523,0.47211455640464506,0.0,0.6676708086612065,0.0,1.0,1.0,11.793840038526666,1.0,12.396830999880509,11.190849077172823,11.597777858390776,11.989902218662555
Adgra3,0.004692198250203757,0.2814497443533564,0.0,0.39803004559095706,0.0,1.0,1.0,43.4243083870513,1.0,43.65514635684008,43.19347041726252,41.971104417794585,44.877512356307996
Adgrb1,0.02072706571235187,0.13033512426559332,0.0,0.18432170038998474,0.0,1.0,1.0,643.2909637917675,1.0,640.5303807954251,646.0515467881099,673.8453146036783,612.7366129798569
Adgre1,0.030845736947648847,0.10856634111219794,0.0,0.15353599201809406,0.0,1.0,1.0,532.5274615846652,1.0,520.9435826946797,544.1113404746507,559.4864218286239,505.5685013407065
Adgre5,0.1704553787459016,0.31657903135002446,0.0,0.4477103596981418,0.0,1.0,1.0,29.97339630616806,1.0,30.486821995382215,29.459970616953914,26.90442606646454,33.042366545871594
Adgrf1,0.8598778563869296,4.426508515467073,0.0,6.26002837653353,0.0,1.0,1.0,0.08520517825201883,0.16666666666666666,0.0,0.17041035650403766,0.11624122378760404,0.05416913271643359
Adgrf5,-0.11321232432211197,0.18539084106247122,0.0,0.2621822417703017,0.0,1.0,1.0,166.01595162143576,1.0,183.0922634340146,148.93963980885687,146.8055510175497,185.22635222532185
Adgrg1,-0.28166913221453127,0.19458543541860715,0.0,0.2751853618092682,0.0,1.0,1.0,425.8501281404395,1.0,462.05962780601476,389.6406284748644,513.0357451547453,338.6645111261336
Adgrg2,0.15487269433535322,0.9318081439633745,0.0,1.3177757147227056,0.0,1.0,1.0,2.4230604783303185,1.0,2.480939630495198,2.365181326165439,2.957514693622169,1.8886062630384683
Adgrg5,0.9875874905725667,0.5330667489159965,0.0,0.7538702259671356,0.0,1.0,1.0,31.448163968466442,1.0,20.567856176567172,42.32847176036571,24.28966745653892,38.60666048039397
Adgrg6,0.32703291195282447,0.9341292231487874,0.0,1.3210582163860585,0.0,1.0,1.0,3.6645311715809554,1.0,3.153397163775399,4.175665179386512,3.4013750774737948,3.927687265688116
Adgrl1,0.02056375851563824,0.12522420789696428,0.0,0.1770937731453149,0.0,1.0,1.0,428.80013604969093,1.0,427.16424843343356,430.43602366594837,440.1098806202287,417.4903914791533
Adgrl2,0.10462426602841854,0.1927401861399654,0.0,0.27257578525345394,0.0,1.0,1.0,83.19550136418144,1.0,77.8767252387112,88.51427748965169,90.03186022094866,76.35914250741422
Adgrl3,0.09029741370820636,0.13993173315366594,0.0,0.19789335483228726,0.0,1.0,1.0,223.7176478094589,1.0,216.78554173144894,230.64975388746882,213.26689336473984,234.16840225417795
Adgrv1,0.886960781354031,1.2118986681071828,0.0,1.7138835326590682,0.0,1.0,1.0,1.9726307977913935,1.0,1.4875983430285091,2.457663252554277,1.6897722901523509,2.255489305430436
Adh5,-0.17213358008197888,0.11834452551700252,0.0,0.16736443301875378,0.0,1.0,1.0,400.77255216652196,1.0,410.9068289830413,390.63827535000263,387.36650238015847,414.17860195288523
Adipoq,0.8598778563869296,4.426508515467073,0.0,6.26002837653353,0.0,1.0,1.0,0.20620679088625601,0.3333333333333333,0.11112466832064623,0.30128891345186576,0.11785642730026281,0.2945571544722492
Adipor1,-0.14255591491424383,0.121132056041136,0.0,0.17130659649151234,0.0,1.0,1.0,410.0085791199333,1.0,396.6778551052889,423.3393031345777,406.9999763943421,413.0171818455245
Adm,0.8294780805192165,0.8904113065059734,0.0,1.2592317457510944,0.0,1.0,1.0,3.2192898714931246,1.0,1.9956753926446271,4.442904350341622,3.345622099924895,3.0929576430613537
Adora1,-0.031027573981217943,0.13525559782748545,0.0,0.19128030083451084,0.0,1.0,1.0,331.0165415527931,1.0,328.26084332714555,333.7722397784406,315.0872851354447,346.9457979701415
Adora2a,-0.8540890962012894,0.36081332244081604,0.0,0.5102670940806987,0.0,1.0,1.0,50.64300691546666,1.0,55.29226853260004,45.99374529833329,59.63937180293033,41.64664202800299
Adora2b,-0.17693291852080778,0.5766652459634247,0.0,0.815527811790692,0.0,1.0,1.0,12.013091204490978,1.0,12.977741340996351,11.048441067985602,8.501662069309793,15.524520339672163
Adprhl1,-0.9838415663650872,3.1660915804639362,0.0,4.477529652807366,0.0,1.0,1.0,0.3590796167879962,0.4166666666666667,0.23112388147597562,0.4870353521000168,0.3312518851158288,0.38690734846016367
Adra1a,0.11808959066146081,0.3214580286438075,0.0,0.45461030384179146,0.0,1.0,1.0,34.845530174467136,1.0,32.96844864942552,36.72261169950875,36.03926587846404,33.65179447047023
Adra1b,0.17264429025394296,0.3262298101378036,0.0,0.46135862194728167,0.0,1.0,1.0,26.79594020750088,1.0,25.830179996948488,27.76170041805327,28.07486620724561,25.517014207756148
Adra2a,-0.21971427520596737,0.47603074281459856,0.0,0.6732091325949441,0.0,1.0,1.0,13.581142231086625,1.0,13.030611330341465,14.131673131831791,12.442185468147228,14.720098994026026
Adrb1,0.34320699483520983,0.1302508345771924,0.0,0.18420249676947995,0.0,1.0,1.0,245.0370286115782,1.0,241.8251053126021,248.24895191055433,265.33533342069853,224.73872380245794
Adrb2,-0.14220111654406734,0.13042885894953382,0.0,0.18445426125127815,0.0,1.0,1.0,278.8512940333155,1.0,294.83152057505225,262.8710674915788,299.4275378219722,258.27505024465887
Adrb3,0.9312933442005291,1.9278215707032558,0.0,2.726351411123947,0.0,1.0,1.0,0.6628528763529494,0.75,0.32761309400514604,0.9980926587007529,0.650842084052073,0.674863668653826
Adtrp,-0.06046832874289981,0.4069828852070205,0.0,0.5755607159135009,0.0,1.0,1.0,12.885224803619188,1.0,14.08955444631516,11.680895160923216,15.371346950024588,10.39910265721379
Aebp2,0.17839406481783102,0.13994341656580797,0.0,0.19790987767219329,0.0,1.0,1.0,189.305000128994,1.0,177.65120910385875,200.95879115412913,186.62860795375445,191.98139230423348
Afap1l2,-0.283996491136656,0.35200584421634623,0.0,0.49781143892534774,0.0,1.0,1.0,28.747251603883342,1.0,30.09462085259379,27.399882355172902,29.836897133519624,27.65760607424706
Afdn,0.021467236382603228,0.1891299920698714,0.0,0.26747019983672804,0.0,1.0,1.0,101.21048213196296,1.0,103.48718321402771,98.93378104989823,101.33631958307414,101.08464468085178
Afg3l2,0.03426678104850629,0.13160942445447882,0.0,0.18612383299964122,0.0,1.0,1.0,228.9666515261815,1.0,228.87984759243372,229.05345545992927,228.3062490654415,229.62705398692148
Afp,-0.776873286011955,0.9795892950285028,0.0,1.3853484665848077,0.0,1.0,1.0,4.26176102780044,0.9166666666666666,5.167951433402474,3.3555706221984054,3.748104211105543,4.775417844495337
Ager,0.008660568636899683,0.5829011743152605,0.0,0.8243467462398449,0.0,1.0,1.0,6.651241910815135,1.0,6.797503343340741,6.5049804782895295,7.384486731389056,5.917997090241214
Agl,0.06171509582610961,0.14808755701467333,0.0,0.20942743154885,0.0,1.0,1.0,170.71379687045132,1.0,169.2136476850956,172.213946055807,171.5267490682683,169.9008446726343
Ago1,-0.012457829520968418,0.14285059026804517,0.0,0.20202124215007156,0.0,1.0,1.0,186.3648645125655,1.0,188.84080789324204,183.88892113188896,188.38749459993687,184.3422344251941
Ago2,0.03975653671432776,0.15310630884584364,0.0,0.21652501845467584,0.0,1.0,1.0,129.2216124419825,1.0,127.27759236068358,131.16563252328135,138.4555504436096,119.98767444035538
Ago3,0.09985746367738703,0.16804211267020686,0.0,0.23764743478803424,0.0,1.0,1.0,140.1497343266146,1.0,139.36310221438873,140.93636643884042,142.05538913450508,138.2440795187241
Agpat3,-0.02052991814339637,0.10016127229737136,0.0,0.14164942970748715,0.0,1.0,1.0,1117.59422865919,1.0,1114.1837297962113,1121.004727522169,1097.4579992469469,1137.7304580714338
Agpat4,-0.07999990828110856,0.1613871002556781,0.0,0.22823582597364636,0.0,1.0,1.0,150.11742886047097,1.0,156.69292055293127,143.54193716801066,150.56829927894717,149.66655844199477
Agps,-0.046689481483729915,0.10850166453965009,0.0,0.15344452553202909,0.0,1.0,1.0,471.2751530109592,1.0,485.47585723975436,457.07444878216376,493.3146972037392,449.23560881817895
Agr3,-1.675436635493638,1.438574037334161,0.0,2.03445091407579,0.0,1.0,1.0,1.3264416017603695,0.75,1.6934160897975046,0.9594671137232346,1.3774221023188795,1.2754611012018595
Agrn,0.3942306284554712,0.22570721271346667,0.0,0.31919820134481364,0.0,1.0,1.0,58.17019162513165,1.0,56.30997747847786,60.03040577178547,59.1507563245682,57.18962692569513
Agrp,5.020018516419403,3.164246321244427,0.0,4.474920062193042,0.0,1.0,1.0,3.9924939490255924,0.5833333333333334,3.7080787964123236,4.276909101638862,4.269497321152507,3.715490576898679
Agt,0.0027743247596734074,0.2538641833125232,0.0,0.3590181710413399,0.0,1.0,1.0,50.549393914144616,1.0,49.637078377570674,51.46170945071856,46.626677000110305,54.47211082817893
Agtr1a,-1.9500517180085015,2.4565628964800252,0.0,3.4741045650245854,0.0,1.0,1.0,0.7742492552904677,0.6666666666666666,0.9160865848979984,0.6324119256829371,0.5638535309480793,0.9846449796328564
Agtr1b,-0.10190589570602776,3.607144358478189,0.0,5.101272473197452,0.0,1.0,1.0,0.27451955245433296,0.3333333333333333,0.373816880550077,0.17522222435858895,0.2357118112453455,0.3133272936633204
