,cell_type,gene,effect,age,sex,mean,hdi_2.5%,hdi_97.5%,FC,FC_ratio,term
13,Microglia,Fzd7,age_interaction(old-young) within sex,60-21,male,0.5002102176291214,-0.6371519115188553,1.5703132579353898,,1.932422591089886,age_interaction(60-21) (within sex=male)
14,Microglia,Fzd7,sex_interaction(sex2-sex1) within age,21,male-female,0.01483988571027201,-0.7475207244805673,0.8220751489242786,,1.1017462002348082,sex_interaction(male-female) (within age=21)
15,Microglia,Fzd7,sex_interaction(sex2-sex1) within age,60,male-female,0.15165473588658515,-0.9540485623539685,1.212783587528143,,1.353695514658425,sex_interaction(male-female) (within age=60)
16,Microglia,Dut,mtDSB_at_age×sex,21,female,0.05790271272988087,-0.6769869554907554,0.7733865657565577,1.1340103158493158,,"beta[21] (mtDSB effect @ age, sex=female)"
17,Microglia,Dut,mtDSB_at_age×sex,21,male,0.19126989317444543,-0.7578901462671528,1.1005802245884262,1.3571758165644356,,"beta[21] (mtDSB effect @ age, sex=male)"
18,Microglia,Dut,mtDSB_at_age×sex,60,female,-0.2199179800398052,-1.1893136281402494,0.8242917629275006,0.9165217956274643,,"beta[60] (mtDSB effect @ age, sex=female)"
19,Microglia,Dut,mtDSB_at_age×sex,60,male,-0.20268373131472728,-1.360434398108153,1.0197523332225733,0.9868712517122079,,"beta[60] (mtDSB effect @ age, sex=male)"
20,Microglia,Dut,age_interaction(old-young) within sex,60-21,female,-0.2778206927696861,-1.1378196052386345,0.6079922992964413,,0.8343529894763249,age_interaction(60-21) (within sex=female)
21,Microglia,Dut,age_interaction(old-young) within sex,60-21,male,-0.3939536244891727,-1.5318944534203969,0.7286558179360624,,0.7980528748724847,age_interaction(60-21) (within sex=male)
22,Microglia,Dut,sex_interaction(sex2-sex1) within age,21,male-female,0.13336718044456455,-0.6854931975238386,0.9573227636437318,,1.2488287976826125,sex_interaction(male-female) (within age=21)
23,Microglia,Dut,sex_interaction(sex2-sex1) within age,60,male-female,0.01723424872507792,-1.0571521894959324,1.117601218965932,,1.186114245187006,sex_interaction(male-female) (within age=60)
24,Microglia,Mlst8,mtDSB_at_age×sex,21,female,-0.0036964194695002757,-0.7626252646869952,0.745797682074037,1.0730544167843845,,"beta[21] (mtDSB effect @ age, sex=female)"
25,Microglia,Mlst8,mtDSB_at_age×sex,21,male,-0.04004701174104457,-1.043850294233236,0.914967538667046,1.0844010141184601,,"beta[21] (mtDSB effect @ age, sex=male)"
26,Microglia,Mlst8,mtDSB_at_age×sex,60,female,-0.256757325298445,-1.2572896241038523,0.7933168429162133,0.8864457317840416,,"beta[60] (mtDSB effect @ age, sex=female)"
27,Microglia,Mlst8,mtDSB_at_age×sex,60,male,-0.35066507455957296,-1.579054177685421,0.8954837755827976,0.8575174777453392,,"beta[60] (mtDSB effect @ age, sex=male)"
28,Microglia,Mlst8,age_interaction(old-young) within sex,60-21,female,-0.2530609058289448,-1.1120047088642135,0.6162030329054476,,0.8556323453887279,age_interaction(60-21) (within sex=female)
29,Microglia,Mlst8,age_interaction(old-young) within sex,60-21,male,-0.31061806281852844,-1.4007696205817626,0.8138573656919419,,0.8643484774988931,age_interaction(60-21) (within sex=male)
30,Microglia,Mlst8,sex_interaction(sex2-sex1) within age,21,male-female,-0.0363505922715443,-0.8323386785468228,0.8182740058040776,,1.052165376256702,sex_interaction(male-female) (within age=21)
31,Microglia,Mlst8,sex_interaction(sex2-sex1) within age,60,male-female,-0.09390774926112792,-1.191512938295287,0.9837298755440381,,1.0618882857017309,sex_interaction(male-female) (within age=60)
32,Microglia,Kif3b,mtDSB_at_age×sex,21,female,0.7176573034002879,-0.13250946111000783,1.4296561611104015,2.215538452694007,,"beta[21] (mtDSB effect @ age, sex=female)"
33,Microglia,Kif3b,mtDSB_at_age×sex,21,male,1.132914003047745,0.06289220084904545,2.056884036134984,3.5329470641056626,,"beta[21] (mtDSB effect @ age, sex=male)"
34,Microglia,Kif3b,mtDSB_at_age×sex,60,female,0.19441621656478908,-0.7558299368476293,1.0549226591479046,1.344174190858265,,"beta[60] (mtDSB effect @ age, sex=female)"
35,Microglia,Kif3b,mtDSB_at_age×sex,60,male,0.11112209654405461,-0.8577344865616651,1.1517601981298842,1.2691504748740847,,"beta[60] (mtDSB effect @ age, sex=male)"
36,Microglia,Kif3b,age_interaction(old-young) within sex,60-21,female,-0.5232410868354989,-1.3501998469013723,0.30939371427726503,,0.6498011137863976,age_interaction(60-21) (within sex=female)
37,Microglia,Kif3b,age_interaction(old-young) within sex,60-21,male,-1.0217919065036905,-2.103790089328332,0.17908064797228881,,0.4315018829710732,age_interaction(60-21) (within sex=male)
38,Microglia,Kif3b,sex_interaction(sex2-sex1) within age,21,male-female,0.41525669964745704,-0.3924383410194982,1.1673032720363299,,1.6351698666675474,sex_interaction(male-female) (within age=21)
39,Microglia,Kif3b,sex_interaction(sex2-sex1) within age,60,male-female,-0.08329412002073446,-1.0220726803838451,0.9282166956896579,,1.0398595711661933,sex_interaction(male-female) (within age=60)
40,Microglia,Kmt2d,mtDSB_at_age×sex,21,female,0.3016697446438869,-0.4671726472375274,1.0696833304376123,1.4584026652401316,,"beta[21] (mtDSB effect @ age, sex=female)"
41,Microglia,Kmt2d,mtDSB_at_age×sex,21,male,0.3402029450115544,-0.5793133467807057,1.200449508792913,1.5576810475781948,,"beta[21] (mtDSB effect @ age, sex=male)"
42,Microglia,Kmt2d,mtDSB_at_age×sex,60,female,-0.35066195198821115,-1.3260889251231376,0.6076377387023051,0.7965030741192416,,"beta[60] (mtDSB effect @ age, sex=female)"
43,Microglia,Kmt2d,mtDSB_at_age×sex,60,male,-0.5205407199086255,-1.6087453324697,0.5754096231611637,0.6928609328084346,,"beta[60] (mtDSB effect @ age, sex=male)"
44,Microglia,Kmt2d,age_interaction(old-young) within sex,60-21,female,-0.6523316966320981,-1.5144759586371495,0.2539169650509441,,0.5771264219976083,age_interaction(60-21) (within sex=female)
45,Microglia,Kmt2d,age_interaction(old-young) within sex,60-21,male,-0.86074366492018,-1.9222113944452695,0.2825028273600499,,0.4979871162728624,age_interaction(60-21) (within sex=male)
46,Microglia,Kmt2d,sex_interaction(sex2-sex1) within age,21,male-female,0.03853320036766741,-0.7527769747737562,0.8334643861877372,,1.1291376715838695,sex_interaction(male-female) (within age=21)
47,Microglia,Kmt2d,sex_interaction(sex2-sex1) within age,60,male-female,-0.1698787679204144,-1.1872066894183333,0.8652141319125584,,0.9662472651645435,sex_interaction(male-female) (within age=60)
48,Microglia,Gipc1,mtDSB_at_age×sex,21,female,0.3737064220070443,-0.3808425637476833,1.0975045357979205,1.5586849294630496,,"beta[21] (mtDSB effect @ age, sex=female)"
49,Microglia,Gipc1,mtDSB_at_age×sex,21,male,0.3564316135035467,-0.5344291756463403,1.2872842413996826,1.5903086683799483,,"beta[21] (mtDSB effect @ age, sex=male)"
50,Microglia,Gipc1,mtDSB_at_age×sex,60,female,0.9098407067906662,-0.19235967807776,1.9335442250196417,2.8538094591556376,,"beta[60] (mtDSB effect @ age, sex=female)"
51,Microglia,Gipc1,mtDSB_at_age×sex,60,male,1.1671135269608355,-0.0809918274401539,2.277231928454698,3.833421214502488,,"beta[60] (mtDSB effect @ age, sex=male)"
52,Microglia,Gipc1,age_interaction(old-young) within sex,60-21,female,0.536134284783622,-0.3242704723486636,1.399384365689145,,1.8833392034785066,age_interaction(60-21) (within sex=female)
53,Microglia,Gipc1,age_interaction(old-young) within sex,60-21,male,0.8106819134572888,-0.3285538644540153,1.8888772879067752,,2.637335991598998,age_interaction(60-21) (within sex=male)
54,Microglia,Gipc1,sex_interaction(sex2-sex1) within age,21,male-female,-0.017274808503497652,-0.803593130746585,0.8028601735778643,,1.0699921442145965,sex_interaction(male-female) (within age=21)
55,Microglia,Gipc1,sex_interaction(sex2-sex1) within age,60,male-female,0.2572728201701692,-0.8057414445644592,1.2945522970110726,,1.4958301380001713,sex_interaction(male-female) (within age=60)
56,Microglia,Adrb1,mtDSB_at_age×sex,21,female,0.47220734859476804,-0.34603617454325075,1.1936106913672702,1.730529940626028,,"beta[21] (mtDSB effect @ age, sex=female)"
57,Microglia,Adrb1,mtDSB_at_age×sex,21,male,0.2606496298201619,-0.6470040184240453,1.076758586215574,1.4283015198550515,,"beta[21] (mtDSB effect @ age, sex=male)"
58,Microglia,Adrb1,mtDSB_at_age×sex,60,female,-0.13335916223344146,-1.0813583321389637,0.7141870307710536,0.9684858699342792,,"beta[60] (mtDSB effect @ age, sex=female)"
59,Microglia,Adrb1,mtDSB_at_age×sex,60,male,-1.1198376768848795,-2.150876548474551,0.10801169192125612,0.389607640317712,,"beta[60] (mtDSB effect @ age, sex=male)"
60,Microglia,Adrb1,age_interaction(old-young) within sex,60-21,female,-0.6055665108282094,-1.43061589784095,0.2155145694072731,,0.5970399949320779,age_interaction(60-21) (within sex=female)
61,Microglia,Adrb1,age_interaction(old-young) within sex,60-21,male,-1.3804873067050412,-2.539776347996185,-0.16065700360119772,,0.30537176701768814,age_interaction(60-21) (within sex=male)
62,Microglia,Adrb1,sex_interaction(sex2-sex1) within age,21,male-female,-0.2115577187746062,-0.9941327138006295,0.5714459731250904,,0.8758685531498347,sex_interaction(male-female) (within age=21)
63,Microglia,Adrb1,sex_interaction(sex2-sex1) within age,60,male-female,-0.986478514651438,-2.151878000231187,0.21376299039648045,,0.4461892780003917,sex_interaction(male-female) (within age=60)
64,Microglia,Dusp1,mtDSB_at_age×sex,21,female,-0.04696694322881785,-0.7142575977510142,0.6186307147728523,1.011207107157871,,"beta[21] (mtDSB effect @ age, sex=female)"
65,Microglia,Dusp1,mtDSB_at_age×sex,21,male,-0.021861068678868882,-0.8719078722864666,0.7581279857192849,1.0640107047584961,,"beta[21] (mtDSB effect @ age, sex=male)"
66,Microglia,Dusp1,mtDSB_at_age×sex,60,female,0.0007430200868002286,-0.8631497870706297,0.8613991448118407,1.1023583955793024,,"beta[60] (mtDSB effect @ age, sex=female)"
67,Microglia,Dusp1,mtDSB_at_age×sex,60,male,-0.07858558593827465,-1.0551998199884076,0.9849989171825204,1.0663190204397817,,"beta[60] (mtDSB effect @ age, sex=male)"
68,Microglia,Dusp1,age_interaction(old-young) within sex,60-21,female,0.04770996331561809,-0.7596731975514408,0.8302432267219161,,1.1356740494072466,age_interaction(60-21) (within sex=female)
69,Microglia,Dusp1,age_interaction(old-young) within sex,60-21,male,-0.056724517259405784,-1.0447047785529806,0.9908678071796245,,1.0841195269406503,age_interaction(60-21) (within sex=male)
70,Microglia,Dusp1,sex_interaction(sex2-sex1) within age,21,male-female,0.025105874549948975,-0.6921757282495319,0.7704182666223345,,1.099748622020391,sex_interaction(male-female) (within age=21)
71,Microglia,Dusp1,sex_interaction(sex2-sex1) within age,60,male-female,-0.0793286060250749,-0.9997151336117853,0.9599320295369792,,1.0559279929131298,sex_interaction(male-female) (within age=60)
72,Microglia,Anks6,mtDSB_at_age×sex,21,female,-0.05662304095304371,-0.6897599059824762,0.6126180434278731,1.001564085313687,,"beta[21] (mtDSB effect @ age, sex=female)"
73,Microglia,Anks6,mtDSB_at_age×sex,21,male,-0.1800229851949401,-0.9535409461155921,0.6282478315315978,0.9107003370078232,,"beta[21] (mtDSB effect @ age, sex=male)"
74,Microglia,Anks6,mtDSB_at_age×sex,60,female,-0.802826449469868,-1.663661916200794,0.15161464770487687,0.5007115697726817,,"beta[60] (mtDSB effect @ age, sex=female)"
75,Microglia,Anks6,mtDSB_at_age×sex,60,male,-1.4077737833392414,-2.3577436061624693,-0.2515865104869113,0.2867030721957223,,"beta[60] (mtDSB effect @ age, sex=male)"
76,Microglia,Anks6,age_interaction(old-young) within sex,60-21,female,-0.7462034085168243,-1.5679467983859068,0.12704938345023048,,0.5233622591712629,age_interaction(60-21) (within sex=female)
77,Microglia,Anks6,age_interaction(old-young) within sex,60-21,male,-1.2277507981443014,-2.24552971358889,-0.11372610346874626,,0.34119662769096987,age_interaction(60-21) (within sex=male)
78,Microglia,Anks6,sex_interaction(sex2-sex1) within age,21,male-female,-0.12339994424189638,-0.850335086022985,0.6069434292832987,,0.9468786602601165,sex_interaction(male-female) (within age=21)
79,Microglia,Anks6,sex_interaction(sex2-sex1) within age,60,male-female,-0.6049473338693733,-1.5556769072009986,0.38267726752072134,,0.6167993179495627,sex_interaction(male-female) (within age=60)
80,Microglia,Flnb,mtDSB_at_age×sex,21,female,0.4673870409632037,-0.3634939327095747,1.2233327175621431,1.7290805635665283,,"beta[21] (mtDSB effect @ age, sex=female)"
81,Microglia,Flnb,mtDSB_at_age×sex,21,male,0.7002829394640887,-0.3209443289631094,1.6526994000623685,2.2730611209527707,,"beta[21] (mtDSB effect @ age, sex=male)"
82,Microglia,Flnb,mtDSB_at_age×sex,60,female,0.04911899654690175,-0.9596120288630015,1.084164071189483,1.2017432655366338,,"beta[60] (mtDSB effect @ age, sex=female)"
83,Microglia,Flnb,mtDSB_at_age×sex,60,male,0.028108383311560337,-1.1476663811596852,1.2220624491895162,1.2391333630462837,,"beta[60] (mtDSB effect @ age, sex=male)"
84,Microglia,Flnb,age_interaction(old-young) within sex,60-21,female,-0.418268044416302,-1.2867233241055975,0.44477676161261603,,0.7276071065447199,age_interaction(60-21) (within sex=female)
85,Microglia,Flnb,age_interaction(old-young) within sex,60-21,male,-0.6721745561525284,-1.8298994494161687,0.4712099097958846,,0.606028433744347,age_interaction(60-21) (within sex=male)
86,Microglia,Flnb,sex_interaction(sex2-sex1) within age,21,male-female,0.23289589850088507,-0.5737868914100553,0.9973781583790495,,1.366654867125824,sex_interaction(male-female) (within age=21)
87,Microglia,Flnb,sex_interaction(sex2-sex1) within age,60,male-female,-0.021010613235341407,-1.0784771305689325,1.0444441883827524,,1.134928852638902,sex_interaction(male-female) (within age=60)
88,Microglia,Agrn,mtDSB_at_age×sex,21,female,0.2008338277858528,-0.5826229377936272,0.988917456231829,1.324701128108842,,"beta[21] (mtDSB effect @ age, sex=female)"
89,Microglia,Agrn,mtDSB_at_age×sex,21,male,0.35233335884174644,-0.6180579229558271,1.3062001801266159,1.5986026720290532,,"beta[21] (mtDSB effect @ age, sex=male)"
90,Microglia,Agrn,mtDSB_at_age×sex,60,female,-0.21812948032700327,-1.206515883586588,0.834576891660172,0.9265332787879308,,"beta[60] (mtDSB effect @ age, sex=female)"
91,Microglia,Agrn,mtDSB_at_age×sex,60,male,-0.1801033274366121,-1.4385624690428738,1.1109699090631349,1.0290018607736733,,"beta[60] (mtDSB effect @ age, sex=male)"
92,Microglia,Agrn,age_interaction(old-young) within sex,60-21,female,-0.4189633081128561,-1.2593728594982792,0.4565270410785116,,0.7255709348732114,age_interaction(60-21) (within sex=female)
93,Microglia,Agrn,age_interaction(old-young) within sex,60-21,male,-0.5324366862783585,-1.6577302645900371,0.6461518155540179,,0.702313338376317,age_interaction(60-21) (within sex=male)
94,Microglia,Agrn,sex_interaction(sex2-sex1) within age,21,male-female,0.15149953105589356,-0.7514741290380387,0.9307127842059546,,1.2685014832285693,sex_interaction(male-female) (within age=21)
95,Microglia,Agrn,sex_interaction(sex2-sex1) within age,60,male-female,0.038026152890391185,-1.1995607276443232,1.1948094019734992,,1.2281495812678018,sex_interaction(male-female) (within age=60)
96,Microglia,Ift88,mtDSB_at_age×sex,21,female,0.4390399712163373,-0.34206786913664433,1.218824893757582,1.6858648940858254,,"beta[21] (mtDSB effect @ age, sex=female)"
97,Microglia,Ift88,mtDSB_at_age×sex,21,male,0.5997021598744727,-0.3841071158074445,1.5035108407304407,2.0430705984604747,,"beta[21] (mtDSB effect @ age, sex=male)"
98,Microglia,Ift88,mtDSB_at_age×sex,60,female,0.07570650586490493,-0.8600082437815079,1.0432453576190488,1.2207534036746406,,"beta[60] (mtDSB effect @ age, sex=female)"
99,Microglia,Ift88,mtDSB_at_age×sex,60,male,0.02291123240642715,-1.1533895774746719,1.1587434627067188,1.2257440765197762,,"beta[60] (mtDSB effect @ age, sex=male)"
100,Microglia,Ift88,age_interaction(old-young) within sex,60-21,female,-0.36333346535143246,-1.2439749578419037,0.5007147142450935,,0.7746062610688959,age_interaction(60-21) (within sex=female)
101,Microglia,Ift88,age_interaction(old-young) within sex,60-21,male,-0.5767909274680456,-1.6816969539105195,0.5415091684881432,,0.6701177982118336,age_interaction(60-21) (within sex=male)
