,log2FC_mtDSB_vs_control,lfcSE_mtDSB_vs_control,delta_log2FC,se_delta,z,p_delta,q_delta
Kif2c,0.14756671196422483,0.5836091789696496,0.0,0.8253480160243054,0.0,1.0,1.0
Kif3a,-0.01632534547040423,0.14253422183835787,0.0,0.2015738296261011,0.0,1.0,1.0
Kif3b,-0.0080025247090144,0.14218898072044356,0.0,0.20108558495485782,0.0,1.0,1.0
Kif4,-0.2363040294206276,0.5302869677474307,0.0,0.7499390217381204,0.0,1.0,1.0
Kif5a,0.07454841022158298,0.2615135511871578,0.0,0.3698360108332292,0.0,1.0,1.0
Kif5b,-0.031111043724926728,0.10159413336365768,0.0,0.14367580126042565,0.0,1.0,1.0
Kif5c,0.009758283059867465,0.09929466238915903,0.0,0.14042385822200637,0.0,1.0,1.0
Kifap3,-0.026084069674691204,0.11610734719213599,0.0,0.1642005850902804,0.0,1.0,1.0
Kirrel,0.3037982640846783,0.4167005966670381,0.0,0.5893036352554862,0.0,1.0,1.0
Kiss1r,0.012891734981790923,0.49038069344937874,0.0,0.6935030274020346,0.0,1.0,1.0
Kit,-0.05007536290274767,0.17012182424663133,0.0,0.24058859110523806,0.0,1.0,1.0
Kitl,-0.11348603852664667,0.19540532104800715,0.0,0.2763448551859605,0.0,1.0,1.0
Kl,-0.06671885465414841,0.5105770385338254,0.0,0.7220649725308262,0.0,1.0,1.0
Klb,1.4971612597732784,2.4224805446600532,0.0,3.4259048408432093,0.0,1.0,1.0
Klc1,-0.021392811465928165,0.0780316442771075,0.0,0.11035340963095834,0.0,1.0,1.0
Klc2,0.07361253095527236,0.10310058830666327,0.0,0.14580625027192815,0.0,1.0,1.0
Klc3,-0.13776302714461114,0.1662281191392904,0.0,0.23508206053455513,0.0,1.0,1.0
Klf1,0.4876258689397611,1.034965921588165,0.0,1.4636628429039522,0.0,1.0,1.0
Klf10,0.4280872191450549,0.3198982081045497,0.0,0.45240438448030496,0.0,1.0,1.0
Klf11,-0.2676674702264918,0.2275026446923286,0.0,0.3217373255996385,0.0,1.0,1.0
Klf12,-0.030910494144918095,0.11719110048654063,0.0,0.16573324369749398,0.0,1.0,1.0
Klf15,0.15766320213399176,0.1880306090912874,0.0,0.2659154375181724,0.0,1.0,1.0
Klf17,-1.8326588880258214,3.6529569701186935,0.0,5.166061289907185,0.0,1.0,1.0
Klf4,0.19836678584842862,0.46632780129541485,0.0,0.6594871011036014,0.0,1.0,1.0
Klf5,0.09214312387156925,0.24076008112990951,0.0,0.34048617201196474,0.0,1.0,1.0
Klhl18,0.2723291323642669,0.2013971900997048,0.0,0.28481863766283494,0.0,1.0,1.0
Klhl21,0.3517302246018536,0.22362862484499435,0.0,0.3162586341906359,0.0,1.0,1.0
Klhl22,0.0405415085971127,0.1489967882737226,0.0,0.210713278726731,0.0,1.0,1.0
Klhl3,-0.07652220501543419,0.12763283563401803,0.0,0.18050008715776433,0.0,1.0,1.0
Klhl36,-0.12124637568181647,0.1892408933039455,0.0,0.26762703786603953,0.0,1.0,1.0
Klhl41,0.5086208474781126,1.3661275124150531,0.0,1.9319960559883869,0.0,1.0,1.0
Klk1b4,0.9696559469615652,4.4278623964229755,0.0,6.261943053343206,0.0,1.0,1.0
Klk5,-0.9539182051565599,4.427946903845501,0.0,6.2620625648862625,0.0,1.0,1.0
Klk6,-3.4765127603027492,1.4376814144280785,0.0,2.033188554655923,0.0,1.0,1.0
Klk8,0.22437995550585935,0.35120381794730665,0.0,0.49667720249829245,0.0,1.0,1.0
Klra8,-0.8715389192368137,2.7792450980035985,0.0,3.9304461107556308,0.0,1.0,1.0
Klrb1,0.9696559469615652,4.4278623964229755,0.0,6.261943053343206,0.0,1.0,1.0
Klrb1c,0.7016087098890479,2.232626760359702,0.0,3.1574110442177967,0.0,1.0,1.0
Klrc1,0.08641419616579175,2.5429264538175067,0.0,3.5962410791060377,0.0,1.0,1.0
Klrd1,1.3849512551258008,2.5740393774594876,0.0,3.640241397685606,0.0,1.0,1.0
Klrg1,-0.6591098681879254,1.638467254866841,0.0,2.3171426133369013,0.0,1.0,1.0
Klrk1,-0.9539182051565599,4.427946903845501,0.0,6.2620625648862625,0.0,1.0,1.0
Kmt2a,0.05434049635131434,0.12252279008511098,0.0,0.17327339143815573,0.0,1.0,1.0
Kmt2b,0.0968907528821564,0.12414133005839921,0.0,0.17556235261962294,0.0,1.0,1.0
Kmt2c,-0.10528785629110295,0.1342774278851231,0.0,0.1898969596357163,0.0,1.0,1.0
Kmt2d,0.0039089616344903195,0.14104321080132015,0.0,0.19946522159587438,0.0,1.0,1.0
Kmt2e,-0.01330871052814263,0.09146641706409128,0.0,0.1293530475137118,0.0,1.0,1.0
Kmt5b,-0.03839177094558373,0.09454864340505385,0.0,0.13371197380740465,0.0,1.0,1.0
Kmt5c,0.12983290432334893,0.28840565587468686,0.0,0.40786719000308985,0.0,1.0,1.0
Kndc1,0.02509620367827777,0.16417145086114698,0.0,0.2321734923623022,0.0,1.0,1.0
Knl1,0.3750850271064257,0.3525892060177849,0.0,0.4986364370967127,0.0,1.0,1.0
Knstrn,0.2757243288252483,0.2769835734644944,0.0,0.39171392614805256,0.0,1.0,1.0
Kpna2,0.27498136103545917,0.19767551327598926,0.0,0.2795553918239668,0.0,1.0,1.0
Kpnb1,0.028884423173188664,0.08023175439670649,0.0,0.11346483520080952,0.0,1.0,1.0
Kras,0.09233775119237259,0.11515822240421995,0.0,0.16285831994282507,0.0,1.0,1.0
Kremen1,0.21789217143118061,0.48446701756099814,0.0,0.685139826757208,0.0,1.0,1.0
Kremen2,0.9525024941426944,1.1133097232837554,0.0,1.5744577097897245,0.0,1.0,1.0
Krit1,0.09806938778010575,0.14533871755239378,0.0,0.20553998550050787,0.0,1.0,1.0
Krt2,-2.3163753315311864,1.7207064653875785,0.0,2.4334464202141843,0.0,1.0,1.0
Krt20,-2.252158619111362,3.574480834774521,0.0,5.05507927498083,0.0,1.0,1.0
Krt28,-0.017083307541060726,0.7763840623644224,0.0,1.097972870606085,0.0,1.0,1.0
Krt40,0.9696559469615652,4.4278623964229755,0.0,6.261943053343206,0.0,1.0,1.0
Krt71,0.9696559469615652,4.4278623964229755,0.0,6.261943053343206,0.0,1.0,1.0
Krt76,0.007872810155501724,3.490932620607308,0.0,4.936924257393506,0.0,1.0,1.0
Krt78,1.8297311993613397,3.662494983481963,0.0,5.179550077763617,0.0,1.0,1.0
Krt79,0.007873042616333278,3.39737580509732,0.0,4.804614940046843,0.0,1.0,1.0
Ksr2,-0.03256818927891193,0.18096618886549107,0.0,0.25592483862454846,0.0,1.0,1.0
Kyat1,-0.08186425405477789,0.19364841647522452,0.0,0.273860216911336,0.0,1.0,1.0
L1cam,0.0059738911376313545,0.127592319461001,0.0,0.1804427886363882,0.0,1.0,1.0
L3hypdh,0.11099564414561416,0.5419993887187505,0.0,0.7665028863239841,0.0,1.0,1.0
L3mbtl2,0.25390734250485386,0.18428846815937744,0.0,0.2606232510599539,0.0,1.0,1.0
Lacc1,-0.2305095780866425,0.5415132220887332,0.0,0.7658153428822404,0.0,1.0,1.0
Lag3,-0.26041194086533404,0.45453154658794237,0.0,0.6428046777110864,0.0,1.0,1.0
Lama1,0.039215909608839014,0.3361931565705528,0.0,0.47544892159909724,0.0,1.0,1.0
Lama2,-0.19725928667351128,0.3893042694951936,0.0,0.5505593778098532,0.0,1.0,1.0
Lama3,0.22176157429615323,0.7408075481775639,0.0,1.0476600817410708,0.0,1.0,1.0
Lama4,-0.04707684743701162,0.21413619691327002,0.0,0.30283431386974213,0.0,1.0,1.0
Lama5,0.28362095545845084,0.3754076392304728,0.0,0.5309065748182006,0.0,1.0,1.0
Lamb1,1.0783498956068296,0.5561549689491058,0.0,0.786521899869013,0.0,1.0,1.0
Lamb2,-0.37606006505490347,0.2332862456830182,0.0,0.3299165725600262,0.0,1.0,1.0
Lamb3,0.429462026048949,0.514439970715804,0.0,0.727527983613108,0.0,1.0,1.0
Lamc1,0.19784694045436937,0.1083494305718364,0.0,0.15322923419009307,0.0,1.0,1.0
Lamp1,-0.013532954776861101,0.07707559553103004,0.0,0.10900135252796579,0.0,1.0,1.0
Lamp2,-0.06511768709004738,0.09510840607944933,0.0,0.13450359777324497,0.0,1.0,1.0
Lamp3,2.147527360554544,2.272255376624663,0.0,3.213454370797783,0.0,1.0,1.0
Lamp5,0.004332280431517242,0.20777758318353176,0.0,0.29384187609525453,0.0,1.0,1.0
Lamtor1,-0.04288190400184934,0.12283586023659894,0.0,0.1737161394923642,0.0,1.0,1.0
Lamtor2,0.04470144007013035,0.10362471671467316,0.0,0.14654747977496074,0.0,1.0,1.0
Lamtor3,0.11838197711249275,0.21723690569515844,0.0,0.30721937828205814,0.0,1.0,1.0
Lamtor4,0.054563894873191965,0.10657457174358693,0.0,0.15071920476388506,0.0,1.0,1.0
Lamtor5,0.011451965296238506,0.20699571481880372,0.0,0.2927361472498657,0.0,1.0,1.0
Lancl2,0.04358617282926235,0.13052557711039453,0.0,0.18459104138609517,0.0,1.0,1.0
Laptm4b,-0.0007762669846501794,0.08820391006588153,0.0,0.12473916586950642,0.0,1.0,1.0
Large1,-0.04206622990533873,0.1386397771158937,0.0,0.19606625308167994,0.0,1.0,1.0
Large2,1.2661904433907907,1.5263235641869237,0.0,2.1585474850427886,0.0,1.0,1.0
Lasp1,0.05591163304821323,0.15987867056517943,0.0,0.22610258424745688,0.0,1.0,1.0
Lat,-0.09058190281047704,0.6282393683687995,0.0,0.888464635163863,0.0,1.0,1.0
Lats1,-0.051901865531129326,0.12332523552074307,0.0,0.17440822065629102,0.0,1.0,1.0
Lats2,0.02514586228530576,0.1943780790113044,0.0,0.2748921155658158,0.0,1.0,1.0
Lbh,-0.04051049033845163,0.07859982360700578,0.0,0.11115693654516053,0.0,1.0,1.0
Lbr,-0.14481848553550042,0.21237565583403936,0.0,0.3003445327983792,0.0,1.0,1.0
Lbx1,0.9696559469615652,4.4278623964229755,0.0,6.261943053343206,0.0,1.0,1.0
Lck,-0.0895418072869202,0.7887746331254947,0.0,1.115495783821937,0.0,1.0,1.0
Lcp2,-0.03369748966397504,0.5241307985927977,0.0,0.7412328838273756,0.0,1.0,1.0
Ldah,0.06534302240989984,0.11549229522060599,0.0,0.16333077025057838,0.0,1.0,1.0
Ldb1,0.07215843006795622,0.0945224352717141,0.0,0.13367490990979108,0.0,1.0,1.0
Ldb2,0.13239350034243852,0.1671763388385277,0.0,0.23642304569332587,0.0,1.0,1.0
Ldha,-0.014804729610956335,0.1046915644694648,0.0,0.14805623033877435,0.0,1.0,1.0
Ldhb,-0.037389577596121756,0.0772746861821489,0.0,0.10928290922691979,0.0,1.0,1.0
Ldlr,-0.08425620475819004,0.2978520055584694,0.0,0.4212263458408139,0.0,1.0,1.0
Ldlrad4,-0.10511611932071564,0.15300636856108343,0.0,0.21638368154854054,0.0,1.0,1.0
Lect2,0.6616109903992625,3.095901817201249,0.0,4.3782663376615165,0.0,1.0,1.0
Lef1,0.1397810303636877,0.2796835772010898,0.0,0.3955323080508037,0.0,1.0,1.0
Lefty1,1.0454441514644777,1.0419378093678713,0.0,1.473522581157356,0.0,1.0,1.0
Lefty2,-0.5201828229082496,1.6732873205185255,0.0,2.3663856224242346,0.0,1.0,1.0
Leo1,-0.24464039599419476,0.1712526346678845,0.0,0.24218779853944716,0.0,1.0,1.0
Lep,-2.535673981633625,3.1404945553178067,0.0,4.441329992689305,0.0,1.0,1.0
Lepr,-0.133143667201749,0.5987698833002761,0.0,0.8467884897038059,0.0,1.0,1.0
Leprot,-0.08351546703713605,0.12295209292699018,0.0,0.1738805173395066,0.0,1.0,1.0
Letmd1,0.10485162032565105,0.15049841932242297,0.0,0.21283690572148362,0.0,1.0,1.0
Lfng,0.34384414818634473,0.21227589253482967,0.0,0.30020344618760975,0.0,1.0,1.0
Lgals1,0.06012652075436824,0.2561491994443661,0.0,0.3622496718452334,0.0,1.0,1.0
Lgals9,0.09647969165695262,0.33654657585165965,0.0,0.47594873193964266,0.0,1.0,1.0
Lgi3,0.12416419026277246,0.14610263007701668,0.0,0.20662032095329627,0.0,1.0,1.0
Lgr4,0.1023308922622717,0.2503513360063328,0.0,0.35405025473837964,0.0,1.0,1.0
Lgr5,0.384936906152074,0.3337817988593525,0.0,0.47203874682018476,0.0,1.0,1.0
Lgr6,-0.02945173192501248,0.6923109145578571,0.0,0.9790754847466425,0.0,1.0,1.0
Lhb,-0.9539182051565599,4.427946903845501,0.0,6.2620625648862625,0.0,1.0,1.0
Lhcgr,-0.9636259046919948,0.677676205432677,0.0,0.9583788806204276,0.0,1.0,1.0
Lhfpl5,0.1116764146153696,0.4808531011735187,0.0,0.6800289771887522,0.0,1.0,1.0
Lhx1,-0.3723220891449264,0.9118309502424955,0.0,1.2895236964244838,0.0,1.0,1.0
Lhx2,0.1144035625246093,0.22834133068339207,0.0,0.3229234067027728,0.0,1.0,1.0
Lhx3,-1.7912034581760776,3.694329641231315,0.0,5.224571082506256,0.0,1.0,1.0
Lhx4,0.00787312482189058,3.363662775691693,0.0,4.756937516632721,0.0,1.0,1.0
Lhx5,-0.038734734097887635,1.1505281698560457,0.0,1.6270925417027158,0.0,1.0,1.0
Lhx6,-0.8016163605642974,0.4770805732593195,0.0,0.6746938170480606,0.0,1.0,1.0
Lhx8,-1.4229794980940145,1.8781903995581144,0.0,2.656162335774028,0.0,1.0,1.0
Lhx9,-0.2205441345718533,0.36614561725830136,0.0,0.5178080977301581,0.0,1.0,1.0
Lif,-0.002809349406591283,0.9493128306920655,0.0,1.3425310800995127,0.0,1.0,1.0
Lifr,0.1421958366915802,0.10908274934846014,0.0,0.15426630354953724,0.0,1.0,1.0
Lig4,0.04449441552339605,0.21259299033732582,0.0,0.3006518902004985,0.0,1.0,1.0
Lilra5,-0.6744239608558986,1.641850359642368,0.0,2.3219270459933803,0.0,1.0,1.0
Lima1,-0.06430678606226564,0.0963180682608706,0.0,0.13621431843610074,0.0,1.0,1.0
Limd1,-0.07553010369388533,0.11753464946564492,0.0,0.16621909532308268,0.0,1.0,1.0
Limk1,-0.05946703976281536,0.15250001475946579,0.0,0.21566758913493367,0.0,1.0,1.0
Limk2,0.11373526998218722,0.1310535520988376,0.0,0.1853377107753451,0.0,1.0,1.0
Lin28a,1.4971612597732784,2.4224805446600532,0.0,3.4259048408432093,0.0,1.0,1.0
Lin28b,0.2045487913924426,0.41507705123334177,0.0,0.5870075952840239,0.0,1.0,1.0
Lin7c,0.03776764780984978,0.1305084209251405,0.0,0.18456677887623035,0.0,1.0,1.0
Lingo1,-0.0430027160324137,0.10833826584082897,0.0,0.15321344487608213,0.0,1.0,1.0
Lipe,-0.19922914400696617,0.2012010754944677,0.0,0.2845412897283292,0.0,1.0,1.0
Lipg,0.16552103193695114,0.6310608130062901,0.0,0.8924547604356872,0.0,1.0,1.0
Lipm,-1.8326588880258214,3.6529569701186935,0.0,5.166061289907185,0.0,1.0,1.0
Litaf,-0.15465644983925617,0.1458183959150793,0.0,0.20621835314659467,0.0,1.0,1.0
Llgl2,-0.10721702419272394,1.6480829338252498,0.0,2.3307412369313085,0.0,1.0,1.0
Lmna,-0.042310507339833665,0.20914821594282032,0.0,0.2957802435324733,0.0,1.0,1.0
Lmnb1,-0.08325830049896099,0.12951853251543896,0.0,0.18316686526199447,0.0,1.0,1.0
Lmnb2,0.26672277114158566,0.2342439808947636,0.0,0.3312710146856388,0.0,1.0,1.0
Lmo2,-0.20130095678182858,0.33551962119712014,0.0,0.4744963987392507,0.0,1.0,1.0
Lmo4,-0.14955341284397436,0.09247251443262917,0.0,0.13077588405736595,0.0,1.0,1.0
Lmx1a,-2.8848608295451235,2.8131572148294177,0.0,3.978405086299485,0.0,1.0,1.0
Lmx1b,-0.3086712385492822,1.589297937778343,0.0,2.247606698257724,0.0,1.0,1.0
Lnpk,0.12522299343689658,0.10396279128517921,0.0,0.14702558941766386,0.0,1.0,1.0
Lox,0.5952917734507909,0.9907272075982386,0.0,1.401099853597454,0.0,1.0,1.0
Loxl1,-0.7020756682799612,1.1843361667747103,0.0,1.674904269461759,0.0,1.0,1.0
Lpar1,-0.18791157910428355,0.2749712270793727,0.0,0.38886803859802094,0.0,1.0,1.0
Lpar2,0.3493411491852233,0.6903075658089731,0.0,0.9762423217758076,0.0,1.0,1.0
Lpar5,-1.8658225302964269,1.700423097378842,0.0,2.4047614060856244,0.0,1.0,1.0
Lpar6,0.04567876149895784,0.250954740583397,0.0,0.3549035976748618,0.0,1.0,1.0
Lpin1,0.047970164554296695,0.15014705017931143,0.0,0.2123399947138959,0.0,1.0,1.0
Lpin2,-0.10854166040108369,0.1586464983567104,0.0,0.2243600295990608,0.0,1.0,1.0
Lpin3,1.5589179166541853,1.4515623762748207,0.0,2.0528191991583693,0.0,1.0,1.0
Lpl,-0.13361904883322712,0.20852841655897503,0.0,0.2949037148378888,0.0,1.0,1.0
Lpp,-0.07645554075594299,0.19967058736778212,0.0,0.28237685266251944,0.0,1.0,1.0
Lratd2,-0.47790924756000813,0.32310909090753837,0.0,0.456945258487482,0.0,1.0,1.0
Lrig1,-0.20642787019938016,0.18655155738891346,0.0,0.2638237425412242,0.0,1.0,1.0
Lrp1,-0.0630197095052863,0.06832045233224097,0.0,0.09661971027571974,0.0,1.0,1.0
Lrp12,0.09373192603884566,0.15326948288493497,0.0,0.216755781393786,0.0,1.0,1.0
Lrp2,1.7956500487488631,1.9027023095208315,0.0,2.6908274112829704,0.0,1.0,1.0
Lrp5,0.006653964425114656,0.23903570893446824,0.0,0.3380475414665926,0.0,1.0,1.0
Lrp6,0.05221417533505916,0.11903316121785869,0.0,0.1683383109664389,0.0,1.0,1.0
Lrp8,-0.05835632665110777,0.11973309981870758,0.0,0.16932817362858785,0.0,1.0,1.0
Lrpprc,-0.11310167302716345,0.12061281240940341,0.0,0.17057227510534023,0.0,1.0,1.0
Lrrc15,0.007872184734328982,3.730928211743855,0.0,5.276329277288558,0.0,1.0,1.0
Lrrc52,0.8691271532071404,2.815786722347506,0.0,3.9821237714939275,0.0,1.0,1.0
Lrrc6,-0.06674516049120707,0.5724200624503853,0.0,0.809524215691789,0.0,1.0,1.0
Lrrk1,0.18283390619811615,0.6347528993883763,0.0,0.8976761590706864,0.0,1.0,1.0
Lrrk2,0.029756245184405446,0.20437493906037532,0.0,0.2890298106283576,0.0,1.0,1.0
Lrrtm1,0.05189146926245007,0.1143776685942087,0.0,0.16175445015854514,0.0,1.0,1.0
Lrrtm3,0.06098850127263249,0.09297761485082572,0.0,0.13149020391913982,0.0,1.0,1.0
Lsm14a,-0.0034000098915586926,0.11038761385092537,0.0,0.15611166062598278,0.0,1.0,1.0
Lsr,-0.16324060872664867,0.5260434315690458,0.0,0.7439377553222277,0.0,1.0,1.0
Lss,0.069027133967064,0.15772984568526807,0.0,0.22306368695912152,0.0,1.0,1.0
Lta4h,0.0029851064216178578,0.15918347683584486,0.0,0.2251194318469552,0.0,1.0,1.0
Ltb4r1,-2.191093887493279,2.144481376838245,0.0,3.032754647381174,0.0,1.0,1.0
Ltbp1,-0.15563968062855563,0.14564056807728198,0.0,0.20596686660661423,0.0,1.0,1.0
Ltbr,0.2424109463144647,0.23282481265432292,0.0,0.32926400771271847,0.0,1.0,1.0
Luc7l3,0.017091029529694303,0.1038604623133064,0.0,0.14688087439781763,0.0,1.0,1.0
Lum,-0.922187005425493,0.8054483394107204,0.0,1.1390759653855287,0.0,1.0,1.0
Lurap1,0.07681251138192592,0.34596312594775636,0.0,0.48926574479630824,0.0,1.0,1.0
Luzp2,-0.058355892987988385,0.07386312414965372,0.0,0.10445823193168798,0.0,1.0,1.0
Lvrn,0.5423548144674045,1.850792484414302,0.0,2.617415832596901,0.0,1.0,1.0
Ly6g5b,-0.33934079673043066,0.9385115848156382,0.0,1.3272558116905429,0.0,1.0,1.0
Ly6g6d,0.07029027849665685,1.5003249241603362,0.0,2.1217798557139327,0.0,1.0,1.0
Ly6g6e,-0.46466971012806335,0.6781708619571042,0.0,0.9590784305859887,0.0,1.0,1.0
Ly6h,0.1084194597229442,0.12011361043009496,0.0,0.16986629689583874,0.0,1.0,1.0
Ly6i,1.5198531152626145,2.5132342076129004,0.0,3.5542499018261626,0.0,1.0,1.0
Ly6k,-3.0895588054331027,2.836012278598648,0.0,4.010727027450833,0.0,1.0,1.0
Ly6m,0.007872714687639584,3.5286305493179864,0.0,4.990237179449521,0.0,1.0,1.0
Ly75,-0.4447887014219506,0.5106706424692001,0.0,0.7221973484857247,0.0,1.0,1.0
Ly86,0.07899399437147488,0.33424593729999713,0.0,0.4726951376977631,0.0,1.0,1.0
Ly96,-0.15530836887478466,0.3653968531957601,0.0,0.5167491854378947,0.0,1.0,1.0
Lyar,0.2509595168304911,0.1935068598544615,0.0,0.27366002561840924,0.0,1.0,1.0
Lyg1,-0.9539182051565599,4.427946903845501,0.0,6.2620625648862625,0.0,1.0,1.0
Lyn,-0.08398556226010043,0.2678569692128875,0.0,0.378806958637018,0.0,1.0,1.0
Lypd1,-0.22574121068583966,0.3320002442810483,0.0,0.4695192481734391,0.0,1.0,1.0
Lypd6,0.03010540258058391,0.188858471406799,0.0,0.26708621163254653,0.0,1.0,1.0
Lypd6b,0.16145538648230814,0.33578785848695336,0.0,0.47487574355246703,0.0,1.0,1.0
Lyplal1,-0.10692215598204684,0.2984872255731953,0.0,0.4221246826007301,0.0,1.0,1.0
Lyst,0.12594510327691855,0.15117437204331144,0.0,0.2137928472268871,0.0,1.0,1.0
Lyve1,1.3849512551258008,2.5740393774594876,0.0,3.640241397685606,0.0,1.0,1.0
Lyzl6,-0.9539182051565599,4.427946903845501,0.0,6.2620625648862625,0.0,1.0,1.0
Lztr1,0.13450978536761235,0.11319604467849195,0.0,0.16008338159131413,0.0,1.0,1.0
Mad1l1,0.002175882735175602,0.19245636427234356,0.0,0.272174400518965,0.0,1.0,1.0
Mad2l1,0.15287339235676006,0.420515630784571,0.0,0.5946989082454173,0.0,1.0,1.0
Mad2l2,0.01374173554012722,0.15767708909510045,0.0,0.2229890778738019,0.0,1.0,1.0
Madcam1,-0.9539182051565599,4.427946903845501,0.0,6.2620625648862625,0.0,1.0,1.0
Mael,-0.2893830314899161,1.1741234012839878,0.0,1.6604612379954433,0.0,1.0,1.0
Maf,-0.09448921539955478,0.15219998868855306,0.0,0.2152432881963834,0.0,1.0,1.0
Maf1,-0.006759974427599476,0.13942815198604416,0.0,0.19718118351528083,0.0,1.0,1.0
Mafa,-0.03222725645471901,0.5511106636050327,0.0,0.7793881748386737,0.0,1.0,1.0
Mafb,0.14801578100517349,0.2064218722999048,0.0,0.2919246113769725,0.0,1.0,1.0
Maff,0.09088200179437,0.5436842926756958,0.0,0.7688857003511923,0.0,1.0,1.0
Mafk,0.840390583818162,0.6536030672679501,0.0,0.9243343221389895,0.0,1.0,1.0
Mag,0.1296820918740292,0.17327819503063618,0.0,0.24505237347585593,0.0,1.0,1.0
Magoh,-0.14688903023889505,0.11894273890937056,0.0,0.16821043451143386,0.0,1.0,1.0
Maip1,-0.03838026850200704,0.15453096914233555,0.0,0.21853979236774917,0.0,1.0,1.0
Mal,-0.20222791605247997,0.2653619933852492,0.0,0.375278529983779,0.0,1.0,1.0
Malt1,-0.09374843553753817,0.3311840813118109,0.0,0.46836501943323683,0.0,1.0,1.0
Maml1,0.2760534071635522,0.19896470821299422,0.0,0.281378588788422,0.0,1.0,1.0
Man2b2,-0.10462540988883925,0.15155212208410115,0.0,0.2143270664577589,0.0,1.0,1.0
Maoa,-0.1165466081471873,0.11947882125948224,0.0,0.16896856944151065,0.0,1.0,1.0
Maob,-0.21826839172597515,0.20637710832751371,0.0,0.2918613055601113,0.0,1.0,1.0
Map1b,0.11437028759849562,0.07569901729718462,0.0,0.107054576919994,0.0,1.0,1.0
Map1lc3a,0.07502431182432114,0.10858515923558235,0.0,0.1535626048634027,0.0,1.0,1.0
Map2,0.03267214128862246,0.08106909587084109,0.0,0.11464901486986814,0.0,1.0,1.0
Map2k1,0.048707487315275626,0.10126705939950707,0.0,0.1432132488244247,0.0,1.0,1.0
Map2k2,-0.014081559876976112,0.15787108474828174,0.0,0.2232634291575723,0.0,1.0,1.0
Map2k3,0.3809813981816315,0.4981092343977303,0.0,0.7044328348285491,0.0,1.0,1.0
Map2k4,0.0018122936402175255,0.1336977985025225,0.0,0.18907723990169262,0.0,1.0,1.0
Map2k5,-0.0675102167450518,0.13312752957324722,0.0,0.18827075784771152,0.0,1.0,1.0
Map3k1,0.031045605571159235,0.14383548340325722,0.0,0.20341409137937658,0.0,1.0,1.0
Map3k11,-0.11584072655480368,0.23456939196778462,0.0,0.3317312154384516,0.0,1.0,1.0
Map3k14,-0.3390506635259585,0.38399811342029055,0.0,0.5430553399246569,0.0,1.0,1.0
Map3k15,0.35835403706623964,0.5004216603513386,0.0,0.7077030989741255,0.0,1.0,1.0
Map3k5,0.1554905911660719,0.17251316260888694,0.0,0.24397045424936303,0.0,1.0,1.0
Map3k7,0.0121114431745105,0.09640862567177173,0.0,0.13634238595477052,0.0,1.0,1.0
Map3k8,-0.6492366696369032,0.6032545089098513,0.0,0.8531307080630328,0.0,1.0,1.0
Map4,-0.07095524758232277,0.09545328836135052,0.0,0.1349913349737318,0.0,1.0,1.0
Map4k4,-0.11945768343992362,0.08821621063832599,0.0,0.12475656150588232,0.0,1.0,1.0
Map6,0.1230889397784728,0.18012302829451318,0.0,0.2547324295098133,0.0,1.0,1.0
Map7,0.1960359385496862,0.11342178657825899,0.0,0.16040262884756054,0.0,1.0,1.0
Map9,-0.05108108980266656,0.15489236756690586,0.0,0.21905088692119679,0.0,1.0,1.0
Mapk1,0.05637155652485827,0.08747664383547595,0.0,0.12371065610301088,0.0,1.0,1.0
Mapk10,0.04575415853935871,0.10251948652980529,0.0,0.14498444825797646,0.0,1.0,1.0
Mapk11,0.12385757978961058,0.410638833901149,0.0,0.5807310081400776,0.0,1.0,1.0
Mapk14,0.10983130831550524,0.25218639167944984,0.0,0.3566454153590114,0.0,1.0,1.0
Mapk3,0.08291641665925978,0.13271818237098926,0.0,0.18769185348255882,0.0,1.0,1.0
Mapk7,-0.0847087623764775,0.1351383966048186,0.0,0.1911145532758887,0.0,1.0,1.0
Mapk8,0.05321251121950706,0.10465072907519872,0.0,0.1479984803703784,0.0,1.0,1.0
Mapk8ip1,-0.055642957751797076,0.09182246717108472,0.0,0.1298565784039063,0.0,1.0,1.0
Mapk8ip2,-0.03236274181218493,0.07685808603368091,0.0,0.1086937476468697,0.0,1.0,1.0
Mapk9,0.07370781029880202,0.09883010966791671,0.0,0.13976688146318814,0.0,1.0,1.0
Mapkap1,-0.0630946942542373,0.12470586780553382,0.0,0.17636072955809226,0.0,1.0,1.0
