group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.0126837,0.009697572,0.081,0.919,0.081,0.081,False,Mmp15,60
Medium Spiny Neurons,-0.011113055,0.009718346,0.124,0.876,0.124,0.10250000000000001,False,Mmp15,60
Myocytes,-0.020631343,0.022721412,0.196,0.804,0.196,0.13366666666666668,False,Mmp15,60
Neurons,0.009135791,0.011851759,0.778,0.222,0.222,0.15575,False,Mmp15,60
Oligodendrocyte Precursor Cells,-0.0032479144,0.012305317,0.387,0.613,0.387,0.202,False,Mmp15,60
Neural Stem Cells,0.0052822293,0.020397432,0.609,0.391,0.391,0.2335,False,Mmp15,60
Endothelial Cells,-0.009015379,0.030342704,0.392,0.608,0.392,0.25614285714285717,False,Mmp15,60
Microglia,-0.0040675956,0.01773979,0.405,0.595,0.405,0.27475000000000005,False,Mmp15,60
Endocrine Cells,-0.013402227,0.0574562,0.414,0.586,0.414,0.29022222222222227,False,Mmp15,60
Excitatory Neurons,0.0029557853,0.013224342,0.586,0.414,0.414,0.3026000000000001,False,Mmp15,60
Astrocytes,0.00077048474,0.017052483,0.542,0.458,0.458,0.3167272727272728,False,Mmp15,60
GABAergic Neurons,-0.0014701774,0.020471577,0.495,0.505,0.495,0.3315833333333334,False,Mmp15,60
