group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Microglia,0.039868765,0.020278046,0.973,0.027,0.027,0.027,True,Grn,60
Oligodendrocyte Precursor Cells,0.011873568,0.012063789,0.833,0.167,0.167,0.097,False,Grn,60
Medium Spiny Neurons,-0.009021794,0.009784764,0.181,0.819,0.181,0.125,False,Grn,60
Endocrine Cells,-0.047344565,0.05745947,0.207,0.793,0.207,0.1455,False,Grn,60
Neurons,0.009226685,0.011830361,0.781,0.219,0.219,0.16019999999999998,False,Grn,60
Oligodendrocytes,-0.00693134,0.009792568,0.242,0.758,0.242,0.1738333333333333,False,Grn,60
Myocytes,0.010298639,0.02279927,0.669,0.331,0.331,0.19628571428571426,False,Grn,60
Endothelial Cells,-0.008307662,0.030179864,0.398,0.602,0.398,0.22149999999999997,False,Grn,60
Excitatory Neurons,0.0031239644,0.013291962,0.589,0.411,0.411,0.24255555555555552,False,Grn,60
Neural Stem Cells,0.0042332136,0.020317372,0.588,0.412,0.412,0.25949999999999995,False,Grn,60
Astrocytes,0.0012470101,0.017126555,0.55,0.45,0.45,0.2768181818181818,False,Grn,60
GABAergic Neurons,-0.0003288548,0.020518024,0.51,0.49,0.49,0.29458333333333336,False,Grn,60
