group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Neural Stem Cells,-0.12634587,0.019219207,0.0,1.0,0.0,0.0,True,Sox9,60
Astrocytes,-0.038515557,0.017950898,0.012,0.988,0.012,0.006,True,Sox9,60
Myocytes,0.038529832,0.02273257,0.959,0.041,0.041,0.017666666666666667,True,Sox9,60
Oligodendrocytes,-0.012173694,0.009816315,0.094,0.906,0.094,0.036750000000000005,True,Sox9,60
Medium Spiny Neurons,-0.0120460205,0.009909103,0.105,0.895,0.105,0.0504,False,Sox9,60
Neurons,0.010128239,0.011764366,0.806,0.194,0.194,0.07433333333333333,False,Sox9,60
Oligodendrocyte Precursor Cells,0.0058573443,0.012075544,0.692,0.308,0.308,0.10771428571428572,False,Sox9,60
Endothelial Cells,-0.008935702,0.030005876,0.392,0.608,0.392,0.14325,False,Sox9,60
Microglia,-0.0044573545,0.017944545,0.396,0.604,0.396,0.1713333333333333,False,Sox9,60
Excitatory Neurons,0.0022780779,0.013313103,0.567,0.433,0.433,0.19749999999999998,False,Sox9,60
Endocrine Cells,-0.0062557072,0.05746661,0.461,0.539,0.461,0.22145454545454546,False,Sox9,60
GABAergic Neurons,-0.0021133411,0.020549024,0.479,0.521,0.479,0.24291666666666667,False,Sox9,60
