group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.01163688,0.00967208,0.106,0.894,0.106,0.106,False,Abcb1b,60
Medium Spiny Neurons,-0.011015653,0.009704804,0.125,0.875,0.125,0.11549999999999999,False,Abcb1b,60
Oligodendrocyte Precursor Cells,0.008783233,0.012054157,0.762,0.238,0.238,0.15633333333333332,False,Abcb1b,60
Neurons,0.008220153,0.011923991,0.757,0.243,0.243,0.178,False,Abcb1b,60
Myocytes,0.008600191,0.022686765,0.644,0.356,0.356,0.2136,False,Abcb1b,60
Endothelial Cells,-0.008635727,0.030484239,0.395,0.605,0.395,0.24383333333333335,False,Abcb1b,60
Excitatory Neurons,0.0028070074,0.013204138,0.583,0.417,0.417,0.26857142857142857,False,Abcb1b,60
Microglia,-0.0031966737,0.01775475,0.422,0.578,0.422,0.28775,False,Abcb1b,60
Endocrine Cells,0.008371028,0.0574485,0.561,0.439,0.439,0.3045555555555556,False,Abcb1b,60
Neural Stem Cells,0.0026186565,0.020503554,0.553,0.447,0.447,0.31880000000000003,False,Abcb1b,60
Astrocytes,0.00048318596,0.01699156,0.532,0.468,0.468,0.33236363636363636,False,Abcb1b,60
GABAergic Neurons,-0.0018130095,0.020394968,0.488,0.512,0.488,0.3453333333333333,False,Abcb1b,60
