group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Neural Stem Cells,-0.08008314,0.02003598,0.0,1.0,0.0,0.0,True,Ldha,60
Myocytes,0.06935261,0.02285563,0.999,0.001,0.001,0.0005,True,Ldha,60
Medium Spiny Neurons,-0.012581462,0.009502191,0.083,0.917,0.083,0.028,True,Ldha,60
Oligodendrocyte Precursor Cells,0.009550506,0.012087633,0.777,0.223,0.223,0.07675,False,Ldha,60
Oligodendrocytes,-0.005767528,0.009946626,0.292,0.708,0.292,0.11979999999999999,False,Ldha,60
Endocrine Cells,-0.031704314,0.0574682,0.299,0.701,0.299,0.14966666666666664,False,Ldha,60
GABAergic Neurons,-0.0077893594,0.02116209,0.368,0.632,0.368,0.18085714285714286,False,Ldha,60
Excitatory Neurons,-0.0029378333,0.014320669,0.415,0.585,0.415,0.210125,False,Ldha,60
Neurons,0.0011648245,0.0114223035,0.558,0.442,0.442,0.23588888888888893,False,Ldha,60
Astrocytes,0.0016790443,0.017327353,0.556,0.444,0.444,0.25670000000000004,False,Ldha,60
Endothelial Cells,-0.0026092252,0.029598463,0.468,0.532,0.468,0.27590909090909094,False,Ldha,60
Microglia,0.00085373945,0.018323118,0.498,0.502,0.498,0.2944166666666667,False,Ldha,60
