group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.011602048,0.009750119,0.11,0.89,0.11,0.11,False,Peg10,60
Endocrine Cells,-0.05788423,0.05746786,0.143,0.857,0.143,0.1265,False,Peg10,60
Oligodendrocyte Precursor Cells,0.010893396,0.012062331,0.813,0.187,0.187,0.14666666666666667,False,Peg10,60
Neural Stem Cells,-0.01590111,0.02028915,0.216,0.784,0.216,0.164,False,Peg10,60
Oligodendrocytes,-0.0058809547,0.009799512,0.283,0.717,0.283,0.18780000000000002,False,Peg10,60
GABAergic Neurons,-0.00902619,0.020566741,0.343,0.657,0.343,0.21366666666666667,False,Peg10,60
Neurons,-0.0045595765,0.011634289,0.346,0.654,0.346,0.2325714285714286,False,Peg10,60
Myocytes,0.008300151,0.022688529,0.638,0.362,0.362,0.24875000000000003,False,Peg10,60
Microglia,-0.0056690886,0.017773567,0.373,0.627,0.373,0.2625555555555556,False,Peg10,60
Endothelial Cells,-0.00876826,0.030437225,0.395,0.605,0.395,0.27580000000000005,False,Peg10,60
Excitatory Neurons,0.0037565737,0.013237652,0.605,0.395,0.395,0.2866363636363637,False,Peg10,60
Astrocytes,0.0012859086,0.017053276,0.552,0.448,0.448,0.30008333333333337,False,Peg10,60
