group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.04577737,0.02276674,0.984,0.016,0.016,0.016,True,Abhd4,60
Oligodendrocytes,-0.011681806,0.009953692,0.112,0.888,0.112,0.064,False,Abhd4,60
Medium Spiny Neurons,-0.009385643,0.0097827,0.167,0.833,0.167,0.09833333333333334,False,Abhd4,60
Neurons,0.0109343855,0.011833129,0.815,0.185,0.185,0.12000000000000001,False,Abhd4,60
Oligodendrocyte Precursor Cells,0.00931037,0.012072073,0.772,0.228,0.228,0.1416,False,Abhd4,60
Endocrine Cells,-0.02077122,0.057457447,0.377,0.623,0.377,0.18083333333333332,False,Abhd4,60
Endothelial Cells,-0.009644111,0.030233795,0.383,0.617,0.383,0.20971428571428571,False,Abhd4,60
Excitatory Neurons,0.0037365907,0.013251902,0.605,0.395,0.395,0.232875,False,Abhd4,60
Astrocytes,0.003355354,0.017230164,0.6,0.4,0.4,0.2514444444444444,False,Abhd4,60
Microglia,-0.0023792642,0.017895928,0.434,0.566,0.434,0.2697,False,Abhd4,60
Neural Stem Cells,-0.0019020292,0.020215055,0.45,0.55,0.45,0.2860909090909091,False,Abhd4,60
GABAergic Neurons,-0.00057329604,0.020477213,0.505,0.495,0.495,0.30350000000000005,False,Abhd4,60
