group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Neurons,0.014160409,0.011865575,0.885,0.115,0.115,0.115,False,Trh,60
Medium Spiny Neurons,-0.011188002,0.009702967,0.12,0.88,0.12,0.1175,False,Trh,60
Oligodendrocytes,-0.010974874,0.009679258,0.121,0.879,0.121,0.11866666666666666,False,Trh,60
Oligodendrocyte Precursor Cells,0.010475789,0.012048569,0.807,0.193,0.193,0.13724999999999998,False,Trh,60
Myocytes,0.009057239,0.022686884,0.652,0.348,0.348,0.17939999999999998,False,Trh,60
Excitatory Neurons,0.005040968,0.013209861,0.649,0.351,0.351,0.20799999999999996,False,Trh,60
Endothelial Cells,-0.008236523,0.03048741,0.399,0.601,0.399,0.23528571428571426,False,Trh,60
Microglia,-0.0039490983,0.01770869,0.408,0.592,0.408,0.25687499999999996,False,Trh,60
Astrocytes,0.0016687466,0.016997628,0.556,0.444,0.444,0.2776666666666666,False,Trh,60
Neural Stem Cells,0.002489107,0.020499025,0.55,0.45,0.45,0.2949,False,Trh,60
GABAergic Neurons,-0.0001679117,0.020447753,0.514,0.486,0.486,0.31227272727272726,False,Trh,60
Endocrine Cells,-0.001831936,0.05745065,0.498,0.502,0.498,0.32775,False,Trh,60
