group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.029942995,0.009909908,0.001,0.999,0.001,0.001,True,Kdr,60
Medium Spiny Neurons,-0.0120028285,0.009710886,0.101,0.899,0.101,0.051000000000000004,False,Kdr,60
Oligodendrocyte Precursor Cells,0.008799586,0.012055622,0.762,0.238,0.238,0.11333333333333333,False,Kdr,60
Myocytes,0.015053113,0.022691354,0.729,0.271,0.271,0.15275,False,Kdr,60
Neurons,0.0059763743,0.01191642,0.695,0.305,0.305,0.18319999999999997,False,Kdr,60
Endothelial Cells,-0.014314204,0.03015682,0.315,0.685,0.315,0.20516666666666664,False,Kdr,60
Microglia,-0.0055504367,0.017722026,0.373,0.627,0.373,0.22914285714285712,False,Kdr,60
Endocrine Cells,0.012950269,0.057454403,0.598,0.402,0.402,0.25075,False,Kdr,60
Excitatory Neurons,0.0023028567,0.013203898,0.568,0.432,0.432,0.27088888888888885,False,Kdr,60
Neural Stem Cells,0.0017135835,0.020477945,0.532,0.468,0.468,0.29059999999999997,False,Kdr,60
GABAergic Neurons,-0.0026535878,0.020404294,0.47,0.53,0.47,0.30690909090909085,False,Kdr,60
Astrocytes,-6.5909815e-05,0.017008042,0.517,0.483,0.483,0.3215833333333333,False,Kdr,60
