group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,-0.09228904,0.022801625,0.0,1.0,0.0,0.0,True,Rnf13,60
Oligodendrocytes,-0.019124333,0.010790161,0.034,0.966,0.034,0.017,True,Rnf13,60
Neurons,0.013807199,0.011656285,0.883,0.117,0.117,0.05033333333333334,False,Rnf13,60
Endocrine Cells,-0.053574514,0.057462443,0.17,0.83,0.17,0.08025000000000002,False,Rnf13,60
Oligodendrocyte Precursor Cells,0.011510395,0.012076552,0.828,0.172,0.172,0.09860000000000001,False,Rnf13,60
Medium Spiny Neurons,-0.004959355,0.010021153,0.323,0.677,0.323,0.136,False,Rnf13,60
Excitatory Neurons,0.004557772,0.013448441,0.629,0.371,0.371,0.16957142857142857,False,Rnf13,60
Endothelial Cells,-0.0067315088,0.029971344,0.411,0.589,0.411,0.19975,False,Rnf13,60
Astrocytes,0.0010100167,0.017422251,0.544,0.456,0.456,0.22822222222222224,False,Rnf13,60
GABAergic Neurons,0.0008793724,0.020905327,0.531,0.469,0.469,0.2523,False,Rnf13,60
Microglia,0.002272422,0.018712057,0.531,0.469,0.469,0.272,False,Rnf13,60
Neural Stem Cells,-0.0008239042,0.01981588,0.477,0.523,0.477,0.2890833333333333,False,Rnf13,60
