group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.010013989,0.009711577,0.146,0.854,0.146,0.146,False,Trib3,60
Oligodendrocyte Precursor Cells,0.00969505,0.012049122,0.785,0.215,0.215,0.1805,False,Trib3,60
Neurons,0.008864484,0.011926396,0.77,0.23,0.23,0.19699999999999998,False,Trib3,60
Neural Stem Cells,0.011034279,0.020430068,0.702,0.298,0.298,0.22225,False,Trib3,60
Oligodendrocytes,-0.005471655,0.009700236,0.301,0.699,0.301,0.238,False,Trib3,60
Myocytes,0.008305733,0.022687,0.638,0.362,0.362,0.25866666666666666,False,Trib3,60
Endothelial Cells,-0.008513977,0.030469622,0.395,0.605,0.395,0.27814285714285714,False,Trib3,60
Excitatory Neurons,0.0033626899,0.013197711,0.595,0.405,0.405,0.29400000000000004,False,Trib3,60
Microglia,-0.0033385141,0.017712085,0.421,0.579,0.421,0.3081111111111111,False,Trib3,60
Astrocytes,0.0014117348,0.01699007,0.555,0.445,0.445,0.3218,False,Trib3,60
Endocrine Cells,0.0077362643,0.05744882,0.552,0.448,0.448,0.3332727272727273,False,Trib3,60
GABAergic Neurons,-0.001429977,0.0203916,0.496,0.504,0.496,0.3468333333333333,False,Trib3,60
