group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.010033328,0.009720064,0.146,0.854,0.146,0.146,False,Cdkn1a,60
Oligodendrocyte Precursor Cells,0.010218281,0.0120489,0.798,0.202,0.202,0.174,False,Cdkn1a,60
Neurons,0.009343079,0.011922908,0.782,0.218,0.218,0.18866666666666665,False,Cdkn1a,60
Neural Stem Cells,0.007315995,0.020445436,0.64,0.36,0.36,0.23149999999999998,False,Cdkn1a,60
Myocytes,0.0076221647,0.02268748,0.632,0.368,0.368,0.25880000000000003,False,Cdkn1a,60
Excitatory Neurons,0.003906782,0.013213479,0.609,0.391,0.391,0.2808333333333333,False,Cdkn1a,60
Endothelial Cells,-0.00690062,0.030445985,0.41,0.59,0.41,0.2992857142857143,False,Cdkn1a,60
Oligodendrocytes,-0.0026714955,0.009716917,0.414,0.586,0.414,0.31362500000000004,False,Cdkn1a,60
Microglia,-0.0031727375,0.017724948,0.422,0.578,0.422,0.3256666666666667,False,Cdkn1a,60
Endocrine Cells,0.010641922,0.057447024,0.577,0.423,0.423,0.33540000000000003,False,Cdkn1a,60
Astrocytes,0.0019811373,0.017000146,0.562,0.438,0.438,0.34472727272727277,False,Cdkn1a,60
GABAergic Neurons,-0.0008967933,0.020399267,0.503,0.497,0.497,0.3574166666666667,False,Cdkn1a,60
