group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.023446206,0.010281881,0.012,0.988,0.012,0.012,True,Erbin,60
Medium Spiny Neurons,-0.013868812,0.009985949,0.074,0.926,0.074,0.043,True,Erbin,60
Endocrine Cells,-0.07100235,0.057471372,0.103,0.897,0.103,0.063,False,Erbin,60
Neurons,0.01006383,0.011757995,0.804,0.196,0.196,0.09625,False,Erbin,60
Oligodendrocyte Precursor Cells,0.009025508,0.012077673,0.767,0.233,0.233,0.1236,False,Erbin,60
Neural Stem Cells,0.010300207,0.019850438,0.695,0.305,0.305,0.15383333333333335,False,Erbin,60
Endothelial Cells,-0.012328939,0.030081453,0.345,0.655,0.345,0.18114285714285713,False,Erbin,60
Myocytes,-0.006693397,0.02275347,0.379,0.621,0.379,0.205875,False,Erbin,60
Excitatory Neurons,0.002043961,0.013302247,0.567,0.433,0.433,0.23111111111111113,False,Erbin,60
GABAergic Neurons,-0.0022431612,0.020706305,0.479,0.521,0.479,0.2559,False,Erbin,60
Astrocytes,6.926743e-05,0.01720624,0.52,0.48,0.48,0.2762727272727273,False,Erbin,60
Microglia,0.0010029239,0.018113984,0.5,0.5,0.5,0.29491666666666666,False,Erbin,60
