group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.011770911,0.009734988,0.103,0.897,0.103,0.103,False,Cxcl14,60
Endocrine Cells,-0.0648506,0.057465047,0.122,0.878,0.122,0.11249999999999999,False,Cxcl14,60
Neurons,0.0115756355,0.011818097,0.83,0.17,0.17,0.13166666666666668,False,Cxcl14,60
Oligodendrocyte Precursor Cells,0.010507493,0.012069274,0.807,0.193,0.193,0.14700000000000002,False,Cxcl14,60
Medium Spiny Neurons,-0.006249355,0.009859671,0.275,0.725,0.275,0.17260000000000003,False,Cxcl14,60
Myocytes,0.013400735,0.022694161,0.709,0.291,0.291,0.19233333333333336,False,Cxcl14,60
Endothelial Cells,-0.0124572385,0.03025053,0.344,0.656,0.344,0.21400000000000002,False,Cxcl14,60
Microglia,-0.0063235345,0.017851988,0.361,0.639,0.361,0.23237500000000003,False,Cxcl14,60
Excitatory Neurons,0.0032574895,0.0133188255,0.591,0.409,0.409,0.252,False,Cxcl14,60
Neural Stem Cells,0.0038865348,0.020411724,0.581,0.419,0.419,0.26870000000000005,False,Cxcl14,60
Astrocytes,-0.003168019,0.017308928,0.44,0.56,0.44,0.2842727272727273,False,Cxcl14,60
GABAergic Neurons,-0.0038217052,0.020821083,0.441,0.559,0.441,0.29733333333333334,False,Cxcl14,60
