group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.19266003,0.023238586,1.0,0.0,0.0,0.0,True,Hspa5,60
Oligodendrocyte Precursor Cells,0.060923208,0.01206603,1.0,0.0,0.0,0.0,True,Hspa5,60
Excitatory Neurons,0.028055541,0.013962553,0.98,0.02,0.02,0.006666666666666667,True,Hspa5,60
Medium Spiny Neurons,0.016562592,0.009696431,0.948,0.052,0.052,0.018,True,Hspa5,60
Neurons,0.013535075,0.011345576,0.885,0.115,0.115,0.0374,True,Hspa5,60
Microglia,0.019804506,0.018826367,0.857,0.143,0.143,0.05499999999999999,False,Hspa5,60
Oligodendrocytes,0.008505516,0.010247955,0.792,0.208,0.208,0.07685714285714285,False,Hspa5,60
Endothelial Cells,0.023077423,0.029293811,0.78,0.22,0.22,0.09474999999999999,False,Hspa5,60
Astrocytes,0.010755722,0.017474895,0.741,0.259,0.259,0.11299999999999999,False,Hspa5,60
Neural Stem Cells,-0.010002727,0.019588102,0.293,0.707,0.293,0.13099999999999998,False,Hspa5,60
GABAergic Neurons,0.01281013,0.02141556,0.706,0.294,0.294,0.14581818181818182,False,Hspa5,60
Endocrine Cells,0.023921138,0.057966206,0.666,0.334,0.334,0.1615,False,Hspa5,60
