group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Neural Stem Cells,-0.08663013,0.01933392,0.0,1.0,0.0,0.0,True,Pltp,60
Endothelial Cells,-0.06357076,0.024708103,0.004,0.996,0.004,0.002,True,Pltp,60
Myocytes,-0.037004106,0.022793397,0.054,0.946,0.054,0.01933333333333333,True,Pltp,60
Oligodendrocytes,-0.011426098,0.009803336,0.116,0.884,0.116,0.0435,True,Pltp,60
Endocrine Cells,-0.06420046,0.057468757,0.122,0.878,0.122,0.059199999999999996,False,Pltp,60
Medium Spiny Neurons,-0.01092479,0.010022532,0.13,0.87,0.13,0.071,False,Pltp,60
Neurons,0.011053724,0.011761719,0.817,0.183,0.183,0.087,False,Pltp,60
Oligodendrocyte Precursor Cells,0.008751759,0.012080468,0.761,0.239,0.239,0.106,False,Pltp,60
Astrocytes,-0.011263875,0.01779566,0.265,0.735,0.265,0.12366666666666666,False,Pltp,60
Microglia,-0.008521084,0.01801222,0.324,0.676,0.324,0.1437,False,Pltp,60
Excitatory Neurons,0.0040319525,0.0132881105,0.616,0.384,0.384,0.16554545454545455,False,Pltp,60
GABAergic Neurons,-0.0011313698,0.02058111,0.5,0.5,0.5,0.19341666666666668,False,Pltp,60
