group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Microglia,-0.054353077,0.018626338,0.0,1.0,0.0,0.0,True,Ighm,60
Medium Spiny Neurons,-0.014014628,0.009728787,0.068,0.932,0.068,0.034,True,Ighm,60
Oligodendrocytes,-0.0119022885,0.009704633,0.096,0.904,0.096,0.05466666666666667,False,Ighm,60
Oligodendrocyte Precursor Cells,0.009725817,0.012055392,0.786,0.214,0.214,0.0945,False,Ighm,60
Neurons,0.008747253,0.011894306,0.769,0.231,0.231,0.12179999999999999,False,Ighm,60
Excitatory Neurons,0.0076051876,0.013314503,0.72,0.28,0.28,0.14816666666666667,False,Ighm,60
Myocytes,0.010610634,0.022686766,0.675,0.325,0.325,0.17342857142857143,False,Ighm,60
Endothelial Cells,-0.011281977,0.030415466,0.358,0.642,0.358,0.1965,False,Ighm,60
Endocrine Cells,0.0054999264,0.057453044,0.541,0.459,0.459,0.22566666666666668,False,Ighm,60
Neural Stem Cells,0.0008341741,0.020471511,0.517,0.483,0.483,0.2514,False,Ighm,60
Astrocytes,-0.00026234964,0.017020984,0.516,0.484,0.484,0.2725454545454546,False,Ighm,60
GABAergic Neurons,-0.00045921825,0.020446075,0.508,0.492,0.492,0.29083333333333333,False,Ighm,60
