group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,-0.055678196,0.022717066,0.004,0.996,0.004,0.004,True,Abi3bp,60
Oligodendrocytes,-0.011751676,0.009673701,0.1,0.9,0.1,0.052000000000000005,False,Abi3bp,60
Medium Spiny Neurons,-0.01092374,0.009722016,0.126,0.874,0.126,0.07666666666666667,False,Abi3bp,60
Oligodendrocyte Precursor Cells,0.009250827,0.012050469,0.771,0.229,0.229,0.11475,False,Abi3bp,60
Neurons,0.008181111,0.0119261565,0.757,0.243,0.243,0.1404,False,Abi3bp,60
Endothelial Cells,-0.007653008,0.030476997,0.402,0.598,0.402,0.18400000000000002,False,Abi3bp,60
Microglia,-0.0039887903,0.017705532,0.407,0.593,0.407,0.2158571428571429,False,Abi3bp,60
Endocrine Cells,0.012042498,0.057448145,0.592,0.408,0.408,0.239875,False,Abi3bp,60
Excitatory Neurons,0.0029776006,0.013210213,0.586,0.414,0.414,0.25922222222222224,False,Abi3bp,60
Astrocytes,0.0008102496,0.016989037,0.543,0.457,0.457,0.279,False,Abi3bp,60
Neural Stem Cells,-0.0012498124,0.020506877,0.461,0.539,0.461,0.29554545454545456,False,Abi3bp,60
GABAergic Neurons,-0.0012605086,0.020399505,0.497,0.503,0.497,0.3123333333333333,False,Abi3bp,60
