group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Neurons,0.015537991,0.011771936,0.91,0.09,0.09,0.09,False,S100a1,60
Oligodendrocyte Precursor Cells,0.0073209084,0.01210554,0.727,0.273,0.273,0.1815,False,S100a1,60
Medium Spiny Neurons,-0.004480752,0.009898434,0.343,0.657,0.343,0.2353333333333333,False,S100a1,60
Oligodendrocytes,0.0039503477,0.010136791,0.652,0.348,0.348,0.26349999999999996,False,S100a1,60
Astrocytes,0.00583636,0.017366959,0.649,0.351,0.351,0.28099999999999997,False,S100a1,60
Excitatory Neurons,0.0050516156,0.013307146,0.649,0.351,0.351,0.29266666666666663,False,S100a1,60
Myocytes,0.008808899,0.022708723,0.645,0.355,0.355,0.30157142857142855,False,S100a1,60
Neural Stem Cells,-0.006501233,0.019936958,0.363,0.637,0.363,0.30924999999999997,False,S100a1,60
Endocrine Cells,-0.02007314,0.05746265,0.38,0.62,0.38,0.31711111111111107,False,S100a1,60
Endothelial Cells,-0.004200569,0.02991998,0.45,0.55,0.45,0.33039999999999997,False,S100a1,60
GABAergic Neurons,0.0017842636,0.020568786,0.548,0.452,0.452,0.34145454545454546,False,S100a1,60
Microglia,0.00027143938,0.018031493,0.491,0.509,0.491,0.35391666666666666,False,S100a1,60
