group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Microglia,0.03266591,0.018155236,0.963,0.037,0.037,0.037,True,Cst7,60
Oligodendrocytes,-0.009915115,0.009676947,0.14,0.86,0.14,0.08850000000000001,False,Cst7,60
Medium Spiny Neurons,-0.010231956,0.009702626,0.142,0.858,0.142,0.10633333333333334,False,Cst7,60
Oligodendrocyte Precursor Cells,0.010159206,0.012048569,0.794,0.206,0.206,0.13125,False,Cst7,60
Neurons,0.009300666,0.011925917,0.781,0.219,0.219,0.1488,False,Cst7,60
Myocytes,0.008298335,0.022687359,0.638,0.362,0.362,0.18433333333333332,False,Cst7,60
Excitatory Neurons,0.003374801,0.013196891,0.596,0.404,0.404,0.2157142857142857,False,Cst7,60
Endothelial Cells,-0.007395738,0.030484363,0.406,0.594,0.406,0.2395,False,Cst7,60
Endocrine Cells,0.011502267,0.057449304,0.587,0.413,0.413,0.2587777777777778,False,Cst7,60
Neural Stem Cells,0.0032461057,0.020502487,0.568,0.432,0.432,0.27609999999999996,False,Cst7,60
Astrocytes,0.0020217667,0.0169935,0.564,0.436,0.436,0.2906363636363636,False,Cst7,60
GABAergic Neurons,-0.001186243,0.020388255,0.499,0.501,0.499,0.308,False,Cst7,60
