group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.011643596,0.009687372,0.106,0.894,0.106,0.106,False,Abcd2,60
Medium Spiny Neurons,-0.009737027,0.009756082,0.155,0.845,0.155,0.1305,False,Abcd2,60
Oligodendrocyte Precursor Cells,0.009860702,0.012052599,0.789,0.211,0.211,0.15733333333333333,False,Abcd2,60
Neurons,0.008348488,0.011905483,0.758,0.242,0.242,0.1785,False,Abcd2,60
Myocytes,0.008976923,0.022687476,0.649,0.351,0.351,0.213,False,Abcd2,60
Endothelial Cells,-0.008829676,0.03044857,0.394,0.606,0.394,0.24316666666666667,False,Abcd2,60
Microglia,-0.004119749,0.017794374,0.404,0.596,0.404,0.2661428571428571,False,Abcd2,60
Excitatory Neurons,0.0033280095,0.013232633,0.593,0.407,0.407,0.28375,False,Abcd2,60
Endocrine Cells,0.008490785,0.057450328,0.561,0.439,0.439,0.301,False,Abcd2,60
Neural Stem Cells,0.0011059904,0.020492366,0.521,0.479,0.479,0.31880000000000003,False,Abcd2,60
Astrocytes,-0.0005373597,0.017050639,0.507,0.493,0.493,0.3346363636363636,False,Abcd2,60
GABAergic Neurons,-0.0012040751,0.020436136,0.499,0.501,0.499,0.34833333333333333,False,Abcd2,60
