group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.012580932,0.009841659,0.093,0.907,0.093,0.093,False,Sh3bp4,60
Oligodendrocytes,-0.011726759,0.0097362595,0.105,0.895,0.105,0.099,False,Sh3bp4,60
Myocytes,-0.018549634,0.022723183,0.214,0.786,0.214,0.13733333333333334,False,Sh3bp4,60
Neurons,0.0065192278,0.011769171,0.714,0.286,0.286,0.1745,False,Sh3bp4,60
Endothelial Cells,-0.014270638,0.03002846,0.315,0.685,0.315,0.20259999999999997,False,Sh3bp4,60
Oligodendrocyte Precursor Cells,0.0051027397,0.012551932,0.67,0.33,0.33,0.22383333333333333,False,Sh3bp4,60
Neural Stem Cells,0.008337485,0.020114025,0.66,0.34,0.34,0.24042857142857144,False,Sh3bp4,60
Excitatory Neurons,0.003472318,0.013317069,0.598,0.402,0.402,0.260625,False,Sh3bp4,60
Astrocytes,0.002217481,0.017064724,0.571,0.429,0.429,0.2793333333333333,False,Sh3bp4,60
Microglia,-0.0026627707,0.01779133,0.431,0.569,0.431,0.2945,False,Sh3bp4,60
GABAergic Neurons,0.00071680825,0.0204869,0.53,0.47,0.47,0.3104545454545455,False,Sh3bp4,60
Endocrine Cells,0.002611528,0.057451565,0.524,0.476,0.476,0.32425,False,Sh3bp4,60
