group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.019264046,0.009933647,0.024,0.976,0.024,0.024,True,Abl1,60
Medium Spiny Neurons,-0.012519713,0.0097974995,0.094,0.906,0.094,0.059,False,Abl1,60
Oligodendrocyte Precursor Cells,0.00890346,0.01206883,0.764,0.236,0.236,0.118,False,Abl1,60
Neurons,0.0079016965,0.01186041,0.75,0.25,0.25,0.151,False,Abl1,60
Endocrine Cells,-0.034734387,0.05745599,0.278,0.722,0.278,0.1764,False,Abl1,60
Microglia,-0.010444188,0.017994337,0.288,0.712,0.288,0.19499999999999998,False,Abl1,60
Endothelial Cells,-0.009869092,0.03030702,0.382,0.618,0.382,0.22171428571428572,False,Abl1,60
Myocytes,0.003875139,0.022723528,0.572,0.428,0.428,0.2475,False,Abl1,60
Excitatory Neurons,0.0021800983,0.013262063,0.567,0.433,0.433,0.2681111111111111,False,Abl1,60
GABAergic Neurons,-0.0020569128,0.02050438,0.481,0.519,0.481,0.2894,False,Abl1,60
Astrocytes,-0.00067795144,0.017065065,0.503,0.497,0.497,0.30827272727272725,False,Abl1,60
Neural Stem Cells,-0.00010886718,0.020233165,0.497,0.503,0.497,0.32399999999999995,False,Abl1,60
