group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,-0.071055375,0.022821702,0.0,1.0,0.0,0.0,True,Sept4,60
Oligodendrocytes,-0.10009636,0.013106705,0.0,1.0,0.0,0.0,True,Sept4,60
Medium Spiny Neurons,-0.021116748,0.009788888,0.012,0.988,0.012,0.004,True,Sept4,60
Neural Stem Cells,0.021043492,0.019980572,0.849,0.151,0.151,0.04075,True,Sept4,60
Endothelial Cells,-0.024226744,0.029996399,0.206,0.794,0.206,0.0738,False,Sept4,60
Oligodendrocyte Precursor Cells,0.008147226,0.012061098,0.752,0.248,0.248,0.10283333333333333,False,Sept4,60
Neurons,0.007211046,0.0116923535,0.729,0.271,0.271,0.12685714285714286,False,Sept4,60
Microglia,-0.010702135,0.017991764,0.282,0.718,0.282,0.14625,False,Sept4,60
Endocrine Cells,-0.027337814,0.057448935,0.33,0.67,0.33,0.16666666666666666,False,Sept4,60
Astrocytes,0.0014057044,0.01726131,0.555,0.445,0.445,0.1945,False,Sept4,60
Excitatory Neurons,-0.0013349332,0.013398931,0.464,0.536,0.464,0.21900000000000003,False,Sept4,60
GABAergic Neurons,7.991514e-05,0.020848127,0.519,0.481,0.481,0.24083333333333334,False,Sept4,60
