group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,0.26253197,0.05866925,1.0,0.0,0.0,0.0,True,Ptgds,60
Myocytes,-0.12746282,0.02649265,0.0,1.0,0.0,0.0,True,Ptgds,60
Neurons,0.022158576,0.01150539,0.975,0.025,0.025,0.008333333333333333,True,Ptgds,60
Endothelial Cells,0.043283947,0.026999328,0.947,0.053,0.053,0.0195,True,Ptgds,60
Oligodendrocyte Precursor Cells,0.018855918,0.012046102,0.944,0.056,0.056,0.0268,True,Ptgds,60
Medium Spiny Neurons,-0.0101269735,0.009795895,0.145,0.855,0.145,0.04650000000000001,True,Ptgds,60
Microglia,0.010884383,0.018516548,0.717,0.283,0.283,0.0802857142857143,False,Ptgds,60
Neural Stem Cells,0.009699981,0.019744355,0.689,0.311,0.311,0.109125,False,Ptgds,60
GABAergic Neurons,0.009255573,0.02080002,0.674,0.326,0.326,0.13322222222222224,False,Ptgds,60
Oligodendrocytes,0.0052734455,0.014280397,0.64,0.36,0.36,0.1559,False,Ptgds,60
Astrocytes,0.0034211392,0.018413646,0.597,0.403,0.403,0.1783636363636364,False,Ptgds,60
Excitatory Neurons,0.0031998483,0.013410723,0.59,0.41,0.41,0.19766666666666668,False,Ptgds,60
