group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.0626932,0.022843547,0.998,0.002,0.002,0.002,True,Atf4,60
Endocrine Cells,0.17201431,0.05812954,0.996,0.004,0.004,0.003,True,Atf4,60
Medium Spiny Neurons,-0.014035203,0.010009461,0.073,0.927,0.073,0.026333333333333334,True,Atf4,60
Oligodendrocytes,0.015017309,0.01026289,0.916,0.084,0.084,0.04075,True,Atf4,60
Neural Stem Cells,0.02414627,0.019649843,0.885,0.115,0.115,0.055600000000000004,False,Atf4,60
Neurons,0.0077843363,0.011361216,0.757,0.243,0.243,0.08683333333333333,False,Atf4,60
Oligodendrocyte Precursor Cells,0.004183202,0.012105877,0.641,0.359,0.359,0.12571428571428572,False,Atf4,60
GABAergic Neurons,-0.0077792304,0.022105204,0.376,0.624,0.376,0.157,False,Atf4,60
Endothelial Cells,-0.0064428537,0.029917987,0.415,0.585,0.415,0.18566666666666667,False,Atf4,60
Excitatory Neurons,0.0018071829,0.01404297,0.552,0.448,0.448,0.21190000000000003,False,Atf4,60
Astrocytes,-0.0023791047,0.017263597,0.464,0.536,0.464,0.23481818181818184,False,Atf4,60
Microglia,0.00075883785,0.018348465,0.496,0.504,0.496,0.25658333333333333,False,Atf4,60
