group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.069647595,0.012379398,0.0,1.0,0.0,0.0,True,Gpr88,60
Oligodendrocytes,-0.011284445,0.009769051,0.119,0.881,0.119,0.0595,False,Gpr88,60
Oligodendrocyte Precursor Cells,0.01391988,0.012054047,0.877,0.123,0.123,0.08066666666666666,False,Gpr88,60
Myocytes,0.021281194,0.022739025,0.816,0.184,0.184,0.1065,False,Gpr88,60
Neurons,0.007977328,0.011875431,0.752,0.248,0.248,0.13479999999999998,False,Gpr88,60
Neural Stem Cells,0.008326814,0.020348711,0.657,0.343,0.343,0.16949999999999998,False,Gpr88,60
Excitatory Neurons,0.0040967516,0.013381774,0.616,0.384,0.384,0.20014285714285712,False,Gpr88,60
Endothelial Cells,-0.007906051,0.030388217,0.401,0.599,0.401,0.22524999999999998,False,Gpr88,60
GABAergic Neurons,0.00364757,0.020983228,0.581,0.419,0.419,0.24677777777777773,False,Gpr88,60
Endocrine Cells,0.005730358,0.057457548,0.541,0.459,0.459,0.26799999999999996,False,Gpr88,60
Microglia,-0.0005544753,0.01786333,0.473,0.527,0.473,0.2866363636363636,False,Gpr88,60
Astrocytes,0.00030798663,0.017030269,0.525,0.475,0.475,0.3023333333333333,False,Gpr88,60
