group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,-0.42337182,0.05755937,0.0,1.0,0.0,0.0,True,B2m,60
Myocytes,0.13076368,0.023152424,1.0,0.0,0.0,0.0,True,B2m,60
Microglia,0.052085686,0.02267356,0.989,0.011,0.011,0.0036666666666666666,True,B2m,60
Oligodendrocytes,0.02253405,0.010325414,0.985,0.015,0.015,0.0065,True,B2m,60
Neurons,0.023809712,0.011653761,0.978,0.022,0.022,0.009600000000000001,True,B2m,60
Oligodendrocyte Precursor Cells,0.018047892,0.012082707,0.934,0.066,0.066,0.019,True,B2m,60
Neural Stem Cells,-0.028651673,0.019877499,0.089,0.911,0.089,0.029,True,B2m,60
Endothelial Cells,-0.03440396,0.027790418,0.104,0.896,0.104,0.038375,True,B2m,60
Astrocytes,0.01797008,0.017542314,0.845,0.155,0.155,0.05133333333333333,False,B2m,60
Excitatory Neurons,0.00410437,0.013581199,0.615,0.385,0.385,0.0847,False,B2m,60
Medium Spiny Neurons,0.0024348197,0.009956583,0.607,0.393,0.393,0.11272727272727273,False,B2m,60
GABAergic Neurons,0.002279633,0.02074832,0.552,0.448,0.448,0.14066666666666666,False,B2m,60
