group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,0.20834196,0.05799596,1.0,0.0,0.0,0.0,True,Gstp1,60
Oligodendrocytes,0.04068681,0.010398353,1.0,0.0,0.0,0.0,True,Gstp1,60
Myocytes,0.07077697,0.022804083,0.999,0.001,0.001,0.0003333333333333333,True,Gstp1,60
Oligodendrocyte Precursor Cells,0.015989883,0.012052819,0.907,0.093,0.093,0.0235,True,Gstp1,60
Neurons,0.012023503,0.01167961,0.844,0.156,0.156,0.05,False,Gstp1,60
Neural Stem Cells,0.012608966,0.0201027,0.731,0.269,0.269,0.08650000000000001,False,Gstp1,60
Astrocytes,0.008661093,0.017144075,0.707,0.293,0.293,0.116,False,Gstp1,60
Excitatory Neurons,0.007074541,0.013418672,0.702,0.298,0.298,0.13875,False,Gstp1,60
Medium Spiny Neurons,-0.0040777507,0.009957278,0.352,0.648,0.352,0.16244444444444447,False,Gstp1,60
GABAergic Neurons,0.0025392072,0.020681301,0.562,0.438,0.438,0.19,False,Gstp1,60
Endothelial Cells,-0.0036191673,0.03027287,0.457,0.543,0.457,0.21427272727272728,False,Gstp1,60
Microglia,0.0013281268,0.017905982,0.511,0.489,0.489,0.23716666666666666,False,Gstp1,60
