group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.04511389,0.02279844,0.978,0.022,0.022,0.022,True,Capn2,60
Endocrine Cells,-0.06273745,0.05747071,0.129,0.871,0.129,0.0755,False,Capn2,60
Neurons,0.01275984,0.01163236,0.859,0.141,0.141,0.09733333333333333,False,Capn2,60
Oligodendrocyte Precursor Cells,0.011841594,0.012073413,0.832,0.168,0.168,0.11499999999999999,False,Capn2,60
Astrocytes,0.0090734465,0.017461054,0.709,0.291,0.291,0.15019999999999997,False,Capn2,60
Neural Stem Cells,-0.010173147,0.019857114,0.292,0.708,0.292,0.1738333333333333,False,Capn2,60
Oligodendrocytes,-0.005047058,0.010021679,0.324,0.676,0.324,0.19528571428571428,False,Capn2,60
Excitatory Neurons,0.0046892553,0.013405242,0.636,0.364,0.364,0.21637499999999998,False,Capn2,60
Medium Spiny Neurons,-0.003277715,0.009962781,0.387,0.613,0.387,0.2353333333333333,False,Capn2,60
GABAergic Neurons,0.0039031943,0.020976407,0.586,0.414,0.414,0.2532,False,Capn2,60
Endothelial Cells,-0.002845362,0.029604416,0.465,0.535,0.465,0.27245454545454545,False,Capn2,60
Microglia,0.00088251685,0.017981943,0.498,0.502,0.498,0.29125,False,Capn2,60
