group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,-0.28640395,0.05750927,0.0,1.0,0.0,0.0,True,H2-D1,60
Microglia,0.060759846,0.01914461,1.0,0.0,0.0,0.0,True,H2-D1,60
Myocytes,0.13213962,0.022947345,1.0,0.0,0.0,0.0,True,H2-D1,60
Oligodendrocytes,0.017202374,0.010065341,0.957,0.043,0.043,0.01075,True,H2-D1,60
Neurons,0.015375508,0.011835526,0.907,0.093,0.093,0.027200000000000002,True,H2-D1,60
Oligodendrocyte Precursor Cells,0.015606204,0.01206211,0.902,0.098,0.098,0.039,True,H2-D1,60
Neural Stem Cells,-0.023487685,0.020182764,0.124,0.876,0.124,0.05114285714285714,False,H2-D1,60
Astrocytes,0.013196445,0.01728076,0.783,0.217,0.217,0.071875,False,H2-D1,60
Medium Spiny Neurons,-0.0054483307,0.0097671,0.299,0.701,0.299,0.09711111111111109,False,H2-D1,60
Endothelial Cells,-0.011600714,0.02897887,0.35,0.65,0.35,0.12239999999999998,False,H2-D1,60
Excitatory Neurons,0.0050720247,0.013250859,0.65,0.35,0.35,0.14309090909090907,False,H2-D1,60
GABAergic Neurons,0.0013470832,0.02046835,0.542,0.458,0.458,0.16933333333333334,False,H2-D1,60
