group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.021725914,0.0120387105,0.968,0.032,0.032,0.032,True,Mertk,60
Myocytes,-0.032749817,0.02270673,0.076,0.924,0.076,0.054,False,Mertk,60
Neurons,0.013382969,0.011872555,0.868,0.132,0.132,0.08,False,Mertk,60
Oligodendrocytes,-0.008932496,0.009704633,0.17,0.83,0.17,0.10250000000000001,False,Mertk,60
Neural Stem Cells,-0.010308757,0.02033323,0.295,0.705,0.295,0.14100000000000001,False,Mertk,60
Medium Spiny Neurons,-0.004441488,0.009820213,0.343,0.657,0.343,0.17466666666666666,False,Mertk,60
Excitatory Neurons,0.0043125693,0.013252254,0.622,0.378,0.378,0.20371428571428574,False,Mertk,60
Endothelial Cells,-0.00725035,0.030255562,0.407,0.593,0.407,0.22912500000000002,False,Mertk,60
Microglia,-0.0042666565,0.018976852,0.407,0.593,0.407,0.2488888888888889,False,Mertk,60
Endocrine Cells,-0.01319269,0.05745065,0.414,0.586,0.414,0.2654,False,Mertk,60
GABAergic Neurons,0.0005458236,0.020456972,0.528,0.472,0.472,0.2841818181818182,False,Mertk,60
Astrocytes,0.00013043838,0.017449258,0.523,0.477,0.477,0.30025,False,Mertk,60
