group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.11006911,0.022867022,1.0,0.0,0.0,0.0,True,Plpp3,60
Astrocytes,-0.050022494,0.019241385,0.003,0.997,0.003,0.0015,True,Plpp3,60
Neurons,0.018776173,0.011575249,0.946,0.054,0.054,0.019,True,Plpp3,60
Endocrine Cells,-0.08816996,0.05748311,0.063,0.937,0.063,0.03,True,Plpp3,60
Neural Stem Cells,-0.02985533,0.01954924,0.072,0.928,0.072,0.038400000000000004,True,Plpp3,60
Oligodendrocytes,-0.009613465,0.010099152,0.161,0.839,0.161,0.05883333333333333,False,Plpp3,60
Oligodendrocyte Precursor Cells,0.0085768495,0.01212379,0.758,0.242,0.242,0.08499999999999999,False,Plpp3,60
Excitatory Neurons,0.0057285237,0.013457552,0.658,0.342,0.342,0.117125,False,Plpp3,60
Microglia,-0.0077684824,0.018212255,0.342,0.658,0.342,0.14211111111111113,False,Plpp3,60
Endothelial Cells,-0.012061401,0.029628297,0.346,0.654,0.346,0.1625,False,Plpp3,60
Medium Spiny Neurons,-0.002706305,0.010195579,0.402,0.598,0.402,0.18427272727272728,False,Plpp3,60
GABAergic Neurons,-0.0005242039,0.02076591,0.507,0.493,0.493,0.21,False,Plpp3,60
