group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,-0.092510276,0.057477012,0.05,0.95,0.05,0.05,False,Hist1h2bc,60
Oligodendrocytes,-0.014770805,0.0099346945,0.059,0.941,0.059,0.0545,False,Hist1h2bc,60
Neural Stem Cells,-0.02454069,0.01979121,0.109,0.891,0.109,0.07266666666666667,False,Hist1h2bc,60
Medium Spiny Neurons,-0.010230667,0.010062903,0.153,0.847,0.153,0.09275,False,Hist1h2bc,60
Oligodendrocyte Precursor Cells,0.011635788,0.012068157,0.829,0.171,0.171,0.10840000000000001,False,Hist1h2bc,60
Neurons,0.011119252,0.011771819,0.822,0.178,0.178,0.12,False,Hist1h2bc,60
Myocytes,0.0118619185,0.022742787,0.69,0.31,0.31,0.14714285714285716,False,Hist1h2bc,60
Excitatory Neurons,0.003377305,0.013367987,0.594,0.406,0.406,0.1795,False,Hist1h2bc,60
Microglia,-0.0036319268,0.01801946,0.414,0.586,0.414,0.20555555555555555,False,Hist1h2bc,60
Endothelial Cells,-0.003957659,0.029814875,0.454,0.546,0.454,0.2304,False,Hist1h2bc,60
Astrocytes,-0.00209404,0.01739363,0.469,0.531,0.469,0.2520909090909091,False,Hist1h2bc,60
GABAergic Neurons,-0.0020512508,0.02061223,0.481,0.519,0.481,0.2711666666666666,False,Hist1h2bc,60
