group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,0.23011237,0.05797276,1.0,0.0,0.0,0.0,True,Sult1a1,60
Myocytes,-0.049846213,0.022778137,0.011,0.989,0.011,0.0055,True,Sult1a1,60
Oligodendrocytes,-0.009206132,0.009688413,0.162,0.838,0.162,0.05766666666666667,False,Sult1a1,60
Neurons,0.011894114,0.011897308,0.836,0.164,0.164,0.08425,False,Sult1a1,60
Oligodendrocyte Precursor Cells,0.011555025,0.0120469965,0.829,0.171,0.171,0.1016,False,Sult1a1,60
Medium Spiny Neurons,-0.005515593,0.009770083,0.296,0.704,0.296,0.134,False,Sult1a1,60
Astrocytes,0.008142427,0.017168794,0.696,0.304,0.304,0.1582857142857143,False,Sult1a1,60
Neural Stem Cells,0.008243137,0.020404939,0.654,0.346,0.346,0.18175000000000002,False,Sult1a1,60
Excitatory Neurons,0.004271812,0.013222475,0.621,0.379,0.379,0.2036666666666667,False,Sult1a1,60
Endothelial Cells,0.0070560877,0.029865203,0.594,0.406,0.406,0.22390000000000004,False,Sult1a1,60
Microglia,0.0019066324,0.01815383,0.525,0.475,0.475,0.24672727272727277,False,Sult1a1,60
GABAergic Neurons,0.000101760685,0.020424882,0.519,0.481,0.481,0.26625000000000004,False,Sult1a1,60
