group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.012153162,0.009685285,0.093,0.907,0.093,0.093,False,Rbp1,60
Medium Spiny Neurons,-0.010457716,0.009754136,0.137,0.863,0.137,0.115,False,Rbp1,60
Oligodendrocyte Precursor Cells,0.009257316,0.012053711,0.771,0.229,0.229,0.153,False,Rbp1,60
Neurons,0.007938051,0.011908853,0.75,0.25,0.25,0.17725000000000002,False,Rbp1,60
Microglia,-0.0043012532,0.017732538,0.398,0.602,0.398,0.22140000000000004,False,Rbp1,60
Excitatory Neurons,0.0030917174,0.013215812,0.587,0.413,0.413,0.25333333333333335,False,Rbp1,60
Myocytes,0.004604691,0.022723183,0.583,0.417,0.417,0.27671428571428575,False,Rbp1,60
Neural Stem Cells,0.003914332,0.020392312,0.581,0.419,0.419,0.29450000000000004,False,Rbp1,60
Endothelial Cells,0.0055800905,0.029985854,0.578,0.422,0.422,0.3086666666666667,False,Rbp1,60
Endocrine Cells,-0.005132879,0.057449747,0.47,0.53,0.47,0.32480000000000003,False,Rbp1,60
Astrocytes,0.00015539292,0.017123573,0.524,0.476,0.476,0.33854545454545454,False,Rbp1,60
GABAergic Neurons,-0.0017154233,0.020422008,0.491,0.509,0.491,0.35125,False,Rbp1,60
