group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,-0.07450566,0.022857387,0.0,1.0,0.0,0.0,True,Ahi1,60
Neurons,-0.03662183,0.0115002245,0.0,1.0,0.0,0.0,True,Ahi1,60
Endocrine Cells,-0.13416998,0.057496592,0.004,0.996,0.004,0.0013333333333333333,True,Ahi1,60
Oligodendrocyte Precursor Cells,0.012696194,0.012074195,0.849,0.151,0.151,0.03875,True,Ahi1,60
Neural Stem Cells,-0.019123461,0.01997152,0.168,0.832,0.168,0.0646,False,Ahi1,60
Medium Spiny Neurons,-0.008179962,0.01036377,0.222,0.778,0.222,0.09083333333333334,False,Ahi1,60
Astrocytes,0.0064472686,0.017248828,0.661,0.339,0.339,0.1262857142857143,False,Ahi1,60
Excitatory Neurons,0.0044494057,0.013795307,0.621,0.379,0.379,0.15787500000000002,False,Ahi1,60
GABAergic Neurons,-0.0072293393,0.021568999,0.379,0.621,0.379,0.18244444444444446,False,Ahi1,60
Endothelial Cells,-0.007008818,0.030271472,0.409,0.591,0.409,0.2051,False,Ahi1,60
Microglia,-0.0036486567,0.017952377,0.413,0.587,0.413,0.224,False,Ahi1,60
Oligodendrocytes,-0.00074468314,0.010024689,0.48,0.52,0.48,0.24533333333333332,False,Ahi1,60
