group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,-0.12425494,0.057494678,0.015,0.985,0.015,0.015,True,Hexb,60
Myocytes,-0.030712862,0.02277437,0.089,0.911,0.089,0.052,False,Hexb,60
Oligodendrocyte Precursor Cells,0.013828482,0.012067819,0.877,0.123,0.123,0.07566666666666666,False,Hexb,60
Microglia,-0.03190222,0.029749917,0.143,0.857,0.143,0.0925,False,Hexb,60
Neurons,0.012286153,0.011764366,0.847,0.153,0.153,0.1046,False,Hexb,60
Oligodendrocytes,-0.0062250164,0.009967477,0.27,0.73,0.27,0.13216666666666668,False,Hexb,60
Medium Spiny Neurons,-0.0042771976,0.009901879,0.348,0.652,0.348,0.163,False,Hexb,60
Endothelial Cells,-0.010390179,0.030019576,0.367,0.633,0.367,0.1885,False,Hexb,60
Neural Stem Cells,0.0056694685,0.02009139,0.619,0.381,0.381,0.2098888888888889,False,Hexb,60
Excitatory Neurons,0.004121636,0.013332495,0.616,0.384,0.384,0.2273,False,Hexb,60
Astrocytes,0.0029631988,0.017257415,0.59,0.41,0.41,0.24390909090909094,False,Hexb,60
GABAergic Neurons,0.00077394256,0.020596545,0.53,0.47,0.47,0.26275000000000004,False,Hexb,60
