group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.049394254,0.02282956,0.988,0.012,0.012,0.012,True,Qdpr,60
Oligodendrocytes,0.024627017,0.012083833,0.976,0.024,0.024,0.018000000000000002,True,Qdpr,60
Neurons,0.019697875,0.011410885,0.959,0.041,0.041,0.02566666666666667,True,Qdpr,60
Neural Stem Cells,0.025845986,0.019510735,0.901,0.099,0.099,0.044000000000000004,True,Qdpr,60
Oligodendrocyte Precursor Cells,0.014052061,0.012060432,0.879,0.121,0.121,0.05940000000000001,False,Qdpr,60
Astrocytes,0.016471691,0.017467346,0.825,0.175,0.175,0.07866666666666668,False,Qdpr,60
Medium Spiny Neurons,-0.007716429,0.010092488,0.231,0.769,0.231,0.10042857142857144,False,Qdpr,60
Endocrine Cells,-0.04028547,0.057460643,0.246,0.754,0.246,0.11862500000000001,False,Qdpr,60
Microglia,0.009414906,0.018456629,0.694,0.306,0.306,0.13944444444444445,False,Qdpr,60
Excitatory Neurons,0.005026974,0.0136296535,0.642,0.358,0.358,0.1613,False,Qdpr,60
Endothelial Cells,-0.010011676,0.029894106,0.376,0.624,0.376,0.1808181818181818,False,Qdpr,60
GABAergic Neurons,0.004689853,0.02119224,0.603,0.397,0.397,0.19883333333333333,False,Qdpr,60
