group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.010902431,0.009674505,0.122,0.878,0.122,0.122,False,Ccl3,60
Medium Spiny Neurons,-0.010356082,0.009705029,0.139,0.861,0.139,0.1305,False,Ccl3,60
Microglia,0.019113913,0.018010933,0.858,0.142,0.142,0.13433333333333333,False,Ccl3,60
Oligodendrocyte Precursor Cells,0.010162004,0.012048225,0.794,0.206,0.206,0.15225,False,Ccl3,60
Neurons,0.00897173,0.011925798,0.77,0.23,0.23,0.1678,False,Ccl3,60
Myocytes,0.0083136,0.022687357,0.638,0.362,0.362,0.2001666666666667,False,Ccl3,60
Endothelial Cells,-0.008151815,0.03048518,0.399,0.601,0.399,0.2285714285714286,False,Ccl3,60
Excitatory Neurons,0.0033215694,0.013197359,0.594,0.406,0.406,0.25075000000000003,False,Ccl3,60
Endocrine Cells,0.011586757,0.05744815,0.588,0.412,0.412,0.26866666666666666,False,Ccl3,60
Astrocytes,0.0012915006,0.016989728,0.553,0.447,0.447,0.28650000000000003,False,Ccl3,60
Neural Stem Cells,0.0025120692,0.020509506,0.551,0.449,0.449,0.3012727272727273,False,Ccl3,60
GABAergic Neurons,-0.0012628257,0.020389447,0.497,0.503,0.497,0.31758333333333333,False,Ccl3,60
