group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.011218644,0.009686326,0.117,0.883,0.117,0.117,False,Abcg2,60
Medium Spiny Neurons,-0.009624953,0.00974668,0.158,0.842,0.158,0.1375,False,Abcg2,60
Neurons,0.009521418,0.011905126,0.785,0.215,0.215,0.16333333333333333,False,Abcg2,60
Oligodendrocyte Precursor Cells,0.0073261033,0.01207308,0.727,0.273,0.273,0.19075,False,Abcg2,60
Endothelial Cells,-0.017211052,0.029679913,0.281,0.719,0.281,0.2088,False,Abcg2,60
Myocytes,0.0072550406,0.0226883,0.625,0.375,0.375,0.23650000000000002,False,Abcg2,60
Microglia,-0.0039659883,0.017811203,0.408,0.592,0.408,0.261,False,Abcg2,60
Excitatory Neurons,0.0032016796,0.013230641,0.591,0.409,0.409,0.27949999999999997,False,Abcg2,60
Astrocytes,0.0013943358,0.017021673,0.555,0.445,0.445,0.29788888888888887,False,Abcg2,60
Endocrine Cells,0.0048932284,0.057446465,0.538,0.462,0.462,0.31429999999999997,False,Abcg2,60
Neural Stem Cells,0.00056447834,0.020482484,0.511,0.489,0.489,0.33018181818181813,False,Abcg2,60
GABAergic Neurons,-0.0014410592,0.020416386,0.496,0.504,0.496,0.34400000000000003,False,Abcg2,60
