group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.010997667,0.009683548,0.121,0.879,0.121,0.121,False,Cav1,60
Medium Spiny Neurons,-0.010136969,0.009729813,0.144,0.856,0.144,0.1325,False,Cav1,60
Oligodendrocyte Precursor Cells,0.010933388,0.012075872,0.814,0.186,0.186,0.15033333333333335,False,Cav1,60
Neurons,0.009260385,0.0119166635,0.78,0.22,0.22,0.16775,False,Cav1,60
Endothelial Cells,-0.017677996,0.030012894,0.279,0.721,0.279,0.19,False,Cav1,60
Myocytes,0.007440202,0.022688067,0.628,0.372,0.372,0.22033333333333335,False,Cav1,60
Microglia,-0.004791878,0.017722717,0.386,0.614,0.386,0.24400000000000002,False,Cav1,60
Excitatory Neurons,0.0034678574,0.013206125,0.598,0.402,0.402,0.26375000000000004,False,Cav1,60
Neural Stem Cells,0.0038091692,0.020471632,0.578,0.422,0.422,0.2813333333333334,False,Cav1,60
Astrocytes,0.0011749128,0.017016176,0.549,0.451,0.451,0.29830000000000007,False,Cav1,60
Endocrine Cells,0.0039560245,0.05744723,0.536,0.464,0.464,0.3133636363636364,False,Cav1,60
GABAergic Neurons,-0.001218627,0.02040119,0.498,0.502,0.498,0.32875000000000004,False,Cav1,60
