group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.051492833,0.010217738,0.0,1.0,0.0,0.0,True,Ccp110,60
Myocytes,-0.046752598,0.0227772,0.015,0.985,0.015,0.0075,True,Ccp110,60
Medium Spiny Neurons,-0.013297813,0.009801626,0.079,0.921,0.079,0.03133333333333333,True,Ccp110,60
Neural Stem Cells,0.015908796,0.0200647,0.776,0.224,0.224,0.0795,False,Ccp110,60
Oligodendrocyte Precursor Cells,0.0077331495,0.012067481,0.74,0.26,0.26,0.11560000000000001,False,Ccp110,60
Neurons,0.0062579955,0.011802833,0.701,0.299,0.299,0.14616666666666667,False,Ccp110,60
Endothelial Cells,-0.010707214,0.030361895,0.362,0.638,0.362,0.177,False,Ccp110,60
Endocrine Cells,-0.021728983,0.0574578,0.367,0.633,0.367,0.20074999999999998,False,Ccp110,60
Microglia,-0.0054634945,0.017788285,0.373,0.627,0.373,0.21988888888888888,False,Ccp110,60
Excitatory Neurons,0.0027897242,0.013329331,0.581,0.419,0.419,0.23979999999999996,False,Ccp110,60
GABAergic Neurons,-0.0017724462,0.020597873,0.49,0.51,0.49,0.2625454545454545,False,Ccp110,60
Astrocytes,-0.0007078135,0.017080408,0.502,0.498,0.498,0.2821666666666667,False,Ccp110,60
