group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.05898319,0.010585886,0.0,1.0,0.0,0.0,True,Ugt8a,60
Medium Spiny Neurons,-0.013695642,0.0097439205,0.073,0.927,0.073,0.0365,True,Ugt8a,60
Myocytes,-0.01913232,0.022698041,0.21,0.79,0.21,0.09433333333333332,False,Ugt8a,60
Oligodendrocyte Precursor Cells,0.0075073466,0.012091206,0.733,0.267,0.267,0.1375,False,Ugt8a,60
Neurons,0.0073383455,0.011868464,0.73,0.27,0.27,0.164,False,Ugt8a,60
Neural Stem Cells,0.009246173,0.020336555,0.675,0.325,0.325,0.19083333333333333,False,Ugt8a,60
Microglia,-0.0077569247,0.017768772,0.339,0.661,0.339,0.212,False,Ugt8a,60
Endothelial Cells,-0.011745616,0.030435937,0.354,0.646,0.354,0.22975,False,Ugt8a,60
Endocrine Cells,0.009834326,0.057453718,0.571,0.429,0.429,0.2518888888888889,False,Ugt8a,60
Excitatory Neurons,0.0021154173,0.013233685,0.567,0.433,0.433,0.26999999999999996,False,Ugt8a,60
Astrocytes,0.0004207399,0.017051103,0.53,0.47,0.47,0.28818181818181815,False,Ugt8a,60
GABAergic Neurons,-0.0011081238,0.020524608,0.5,0.5,0.5,0.30583333333333335,False,Ugt8a,60
