group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.0108769955,0.009676945,0.123,0.877,0.123,0.123,False,Eif4ebp1,60
Medium Spiny Neurons,-0.010769583,0.00970492,0.128,0.872,0.128,0.1255,False,Eif4ebp1,60
Oligodendrocyte Precursor Cells,0.009406647,0.012049797,0.774,0.226,0.226,0.159,False,Eif4ebp1,60
Neurons,0.008215298,0.011927843,0.757,0.243,0.243,0.18,False,Eif4ebp1,60
Myocytes,0.008585344,0.022686888,0.644,0.356,0.356,0.2152,False,Eif4ebp1,60
Endothelial Cells,-0.008343324,0.030484715,0.398,0.602,0.398,0.2456666666666667,False,Eif4ebp1,60
Endocrine Cells,0.011897949,0.057447813,0.592,0.408,0.408,0.26885714285714285,False,Eif4ebp1,60
Excitatory Neurons,0.0029536479,0.013201446,0.586,0.414,0.414,0.28700000000000003,False,Eif4ebp1,60
Microglia,-0.0035098675,0.01771944,0.415,0.585,0.415,0.3012222222222223,False,Eif4ebp1,60
Neural Stem Cells,0.0032869456,0.020500088,0.568,0.432,0.432,0.3143,False,Eif4ebp1,60
Astrocytes,0.00080392516,0.016990637,0.543,0.457,0.457,0.32727272727272727,False,Eif4ebp1,60
GABAergic Neurons,-0.0016186299,0.020393519,0.492,0.508,0.492,0.341,False,Eif4ebp1,60
