group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.010665042,0.009704919,0.128,0.872,0.128,0.128,False,Gpnmb,60
Oligodendrocytes,-0.00983119,0.009680997,0.141,0.859,0.141,0.1345,False,Gpnmb,60
Oligodendrocyte Precursor Cells,0.011061683,0.0120524885,0.818,0.182,0.182,0.15033333333333335,False,Gpnmb,60
Neurons,0.008643972,0.011926639,0.766,0.234,0.234,0.17125,False,Gpnmb,60
Myocytes,0.008360485,0.022687119,0.64,0.36,0.36,0.209,False,Gpnmb,60
Endothelial Cells,-0.008051934,0.030485416,0.4,0.6,0.4,0.24083333333333332,False,Gpnmb,60
Excitatory Neurons,0.0032455986,0.013199579,0.592,0.408,0.408,0.2647142857142857,False,Gpnmb,60
Endocrine Cells,0.011641792,0.057447813,0.59,0.41,0.41,0.282875,False,Gpnmb,60
Neural Stem Cells,0.0031863686,0.02050462,0.568,0.432,0.432,0.2994444444444444,False,Gpnmb,60
Astrocytes,0.0018253201,0.017001526,0.56,0.44,0.44,0.3135,False,Gpnmb,60
Microglia,-0.000293522,0.017751236,0.484,0.516,0.484,0.32899999999999996,False,Gpnmb,60
GABAergic Neurons,-0.0017601139,0.020399027,0.49,0.51,0.49,0.34241666666666665,False,Gpnmb,60
