group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Neural Stem Cells,-0.10580612,0.01912618,0.0,1.0,0.0,0.0,True,Gja1,60
Astrocytes,-0.06001465,0.02086278,0.002,0.998,0.002,0.001,True,Gja1,60
Neurons,0.026735758,0.011424587,0.984,0.016,0.016,0.006000000000000001,True,Gja1,60
Oligodendrocyte Precursor Cells,0.013087487,0.012073079,0.858,0.142,0.142,0.039999999999999994,True,Gja1,60
Oligodendrocytes,-0.01017789,0.010199904,0.15,0.85,0.15,0.061999999999999986,False,Gja1,60
Myocytes,-0.016361708,0.022776136,0.24,0.76,0.24,0.09166666666666666,False,Gja1,60
Endocrine Cells,-0.037665624,0.05747746,0.26,0.74,0.26,0.1157142857142857,False,Gja1,60
Endothelial Cells,-0.016589275,0.029371668,0.286,0.714,0.286,0.13699999999999998,False,Gja1,60
Excitatory Neurons,0.0068637193,0.013493279,0.695,0.305,0.305,0.15566666666666665,False,Gja1,60
Microglia,-0.004051009,0.01846831,0.409,0.591,0.409,0.181,False,Gja1,60
GABAergic Neurons,0.0017589051,0.020849079,0.547,0.453,0.453,0.20572727272727273,False,Gja1,60
Medium Spiny Neurons,-0.0005622718,0.010299685,0.493,0.507,0.493,0.22966666666666666,False,Gja1,60
