group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.011979942,0.009672541,0.094,0.906,0.094,0.094,False,Col1a1,60
Medium Spiny Neurons,-0.0104332715,0.009709855,0.135,0.865,0.135,0.1145,False,Col1a1,60
Oligodendrocyte Precursor Cells,0.009292511,0.012050019,0.772,0.228,0.228,0.15233333333333335,False,Col1a1,60
Neurons,0.008344313,0.011926756,0.758,0.242,0.242,0.17475000000000002,False,Col1a1,60
Endocrine Cells,-0.033007234,0.057451885,0.285,0.715,0.285,0.1968,False,Col1a1,60
Myocytes,-0.009639403,0.022735033,0.333,0.667,0.333,0.2195,False,Col1a1,60
Microglia,-0.0045435736,0.017702028,0.392,0.608,0.392,0.24414285714285716,False,Col1a1,60
Endothelial Cells,-0.008427413,0.030329023,0.395,0.605,0.395,0.263,False,Col1a1,60
Excitatory Neurons,0.00295073,0.013198176,0.586,0.414,0.414,0.2797777777777778,False,Col1a1,60
Neural Stem Cells,0.0022143065,0.020501409,0.542,0.458,0.458,0.29760000000000003,False,Col1a1,60
Astrocytes,-0.0012936003,0.01703186,0.485,0.515,0.485,0.31463636363636366,False,Col1a1,60
GABAergic Neurons,-0.0016790286,0.02039125,0.491,0.509,0.491,0.32933333333333337,False,Col1a1,60
