group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.010687718,0.009678452,0.128,0.872,0.128,0.128,False,Bcl2a1a,60
Medium Spiny Neurons,-0.010441466,0.009706524,0.135,0.865,0.135,0.1315,False,Bcl2a1a,60
Microglia,0.019119361,0.018200682,0.856,0.144,0.144,0.13566666666666669,False,Bcl2a1a,60
Oligodendrocyte Precursor Cells,0.009878513,0.012049688,0.789,0.211,0.211,0.1545,False,Bcl2a1a,60
Neurons,0.008993038,0.011924353,0.771,0.229,0.229,0.1694,False,Bcl2a1a,60
Myocytes,0.008408323,0.022687357,0.64,0.36,0.36,0.20116666666666663,False,Bcl2a1a,60
Endothelial Cells,-0.007954328,0.030477101,0.4,0.6,0.4,0.22957142857142854,False,Bcl2a1a,60
Excitatory Neurons,0.003309367,0.013198642,0.593,0.407,0.407,0.25175,False,Bcl2a1a,60
Endocrine Cells,0.011671629,0.05744871,0.59,0.41,0.41,0.2693333333333333,False,Bcl2a1a,60
Astrocytes,0.001606254,0.016995223,0.556,0.444,0.444,0.2868,False,Bcl2a1a,60
Neural Stem Cells,0.0024284904,0.020497,0.549,0.451,0.451,0.30172727272727273,False,Bcl2a1a,60
GABAergic Neurons,-0.0013108383,0.020390658,0.496,0.504,0.496,0.3179166666666667,False,Bcl2a1a,60
