group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.040414944,0.010170834,0.0,1.0,0.0,0.0,True,Nkx6-2,60
Medium Spiny Neurons,-0.01197706,0.009706755,0.101,0.899,0.101,0.0505,False,Nkx6-2,60
Oligodendrocyte Precursor Cells,0.0077387732,0.01205808,0.74,0.26,0.26,0.12033333333333333,False,Nkx6-2,60
Neurons,0.0067181806,0.011893826,0.718,0.282,0.282,0.16075,False,Nkx6-2,60
Myocytes,0.009066345,0.022685474,0.652,0.348,0.348,0.1982,False,Nkx6-2,60
Endothelial Cells,-0.010285618,0.030464584,0.373,0.627,0.373,0.2273333333333333,False,Nkx6-2,60
Microglia,-0.0054861493,0.017727515,0.373,0.627,0.373,0.24814285714285714,False,Nkx6-2,60
Astrocytes,-0.005575394,0.017045947,0.385,0.615,0.385,0.26525,False,Nkx6-2,60
Neural Stem Cells,0.0054603214,0.020446494,0.611,0.389,0.389,0.279,False,Nkx6-2,60
Excitatory Neurons,0.0028307608,0.013200161,0.583,0.417,0.417,0.2928,False,Nkx6-2,60
Endocrine Cells,0.009637477,0.057453603,0.569,0.431,0.431,0.30536363636363634,False,Nkx6-2,60
GABAergic Neurons,-0.0021549263,0.020400105,0.479,0.521,0.479,0.31983333333333336,False,Nkx6-2,60
