group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,-0.061012093,0.057463456,0.135,0.865,0.135,0.135,False,Parvb,60
Medium Spiny Neurons,-0.009932576,0.009811378,0.154,0.846,0.154,0.14450000000000002,False,Parvb,60
Oligodendrocyte Precursor Cells,0.010124421,0.012061323,0.792,0.208,0.208,0.16566666666666666,False,Parvb,60
Neurons,0.008391793,0.01177254,0.763,0.237,0.237,0.1835,False,Parvb,60
Oligodendrocytes,-0.005919057,0.009902724,0.283,0.717,0.283,0.20339999999999997,False,Parvb,60
Excitatory Neurons,0.004197636,0.013257983,0.618,0.382,0.382,0.23316666666666666,False,Parvb,60
Neural Stem Cells,0.004144086,0.020344537,0.585,0.415,0.415,0.2591428571428572,False,Parvb,60
Endothelial Cells,-0.0040306756,0.029842973,0.454,0.546,0.454,0.28350000000000003,False,Parvb,60
Myocytes,0.00089556124,0.02270591,0.527,0.473,0.473,0.3045555555555556,False,Parvb,60
Microglia,-0.00046155596,0.017877113,0.477,0.523,0.477,0.3218,False,Parvb,60
Astrocytes,-0.0006580399,0.017139152,0.504,0.496,0.496,0.3376363636363636,False,Parvb,60
GABAergic Neurons,-0.00116842,0.02048117,0.499,0.501,0.499,0.35108333333333336,False,Parvb,60
