group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.011767844,0.0096718455,0.1,0.9,0.1,0.1,False,A1cf,60
Medium Spiny Neurons,-0.01092293,0.009703547,0.126,0.874,0.126,0.113,False,A1cf,60
Oligodendrocyte Precursor Cells,0.009312492,0.012049798,0.773,0.227,0.227,0.151,False,A1cf,60
Neurons,0.00813547,0.011928685,0.757,0.243,0.243,0.174,False,A1cf,60
Myocytes,0.008652281,0.022686766,0.644,0.356,0.356,0.2104,False,A1cf,60
Endothelial Cells,-0.008569545,0.030492892,0.395,0.605,0.395,0.24116666666666667,False,A1cf,60
Microglia,-0.0043197037,0.017700156,0.397,0.603,0.397,0.26342857142857146,False,A1cf,60
Endocrine Cells,0.011990795,0.057447813,0.592,0.408,0.408,0.28150000000000003,False,A1cf,60
Excitatory Neurons,0.0031055002,0.013197121,0.589,0.411,0.411,0.2958888888888889,False,A1cf,60
Neural Stem Cells,0.0023689312,0.020512836,0.546,0.454,0.454,0.31170000000000003,False,A1cf,60
Astrocytes,0.00076539506,0.016986405,0.542,0.458,0.458,0.32500000000000007,False,A1cf,60
GABAergic Neurons,-0.0016213588,0.020388013,0.492,0.508,0.492,0.3389166666666667,False,A1cf,60
