group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,-0.6934784,0.05765798,0.0,1.0,0.0,0.0,True,Prl,60
Myocytes,-0.27871346,0.022818057,0.0,1.0,0.0,0.0,True,Prl,60
Oligodendrocytes,-0.011830174,0.009671608,0.098,0.902,0.098,0.03266666666666667,True,Prl,60
Medium Spiny Neurons,-0.010901525,0.009703661,0.126,0.874,0.126,0.056,False,Prl,60
Oligodendrocyte Precursor Cells,0.00884997,0.012051138,0.763,0.237,0.237,0.09219999999999999,False,Prl,60
Neurons,0.007823508,0.011929161,0.742,0.258,0.258,0.11983333333333333,False,Prl,60
Endothelial Cells,-0.00985005,0.030493379,0.383,0.617,0.383,0.15742857142857142,False,Prl,60
Microglia,-0.0042898967,0.01770063,0.398,0.602,0.398,0.1875,False,Prl,60
Excitatory Neurons,0.00309023,0.013196543,0.587,0.413,0.413,0.21255555555555555,False,Prl,60
Neural Stem Cells,0.0015992459,0.020512482,0.529,0.471,0.471,0.2384,False,Prl,60
Astrocytes,0.00022968154,0.016984796,0.525,0.475,0.475,0.2599090909090909,False,Prl,60
GABAergic Neurons,-0.0016838055,0.020388138,0.491,0.509,0.491,0.2791666666666667,False,Prl,60
