,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.013220451,0.011357325,0.879,0.121,0.121,0.121,False,Ntng1
Myocytes,0.008790601,0.018732855,0.675,0.325,0.325,0.223,False,Ntng1
Astrocytes,0.0063707503,0.016281802,0.668,0.332,0.332,0.25933333333333336,False,Ntng1
Excitatory Neurons,0.004949538,0.012527321,0.653,0.347,0.347,0.28125,False,Ntng1
Neurons,0.0044154744,0.013191401,0.642,0.358,0.358,0.29660000000000003,False,Ntng1
Neural Stem Cells,0.0058557102,0.021537006,0.613,0.387,0.387,0.3116666666666667,False,Ntng1
Endothelial Cells,-0.0078063216,0.031042807,0.402,0.598,0.402,0.3245714285714286,False,Ntng1
Endocrine Cells,0.0051295096,0.027804341,0.577,0.423,0.423,0.33687500000000004,False,Ntng1
Medium Spiny Neurons,0.00029190103,0.009541971,0.535,0.465,0.465,0.35111111111111115,False,Ntng1
Microglia,1.656146e-05,0.01811204,0.488,0.512,0.488,0.3648,False,Ntng1
GABAergic Neurons,-0.00058189465,0.019580873,0.505,0.495,0.495,0.3766363636363636,False,Ntng1
Oligodendrocytes,-0.00034187682,0.010294179,0.496,0.504,0.496,0.3865833333333333,False,Ntng1
