,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Myocytes,0.026676035,0.018830432,0.919,0.081,0.081,0.081,False,Calb2
Oligodendrocyte Precursor Cells,0.013957669,0.011619601,0.888,0.112,0.112,0.0965,False,Calb2
Astrocytes,0.009392737,0.016421616,0.732,0.268,0.268,0.15366666666666667,False,Calb2
Endocrine Cells,0.014102214,0.027734162,0.703,0.297,0.297,0.1895,False,Calb2
Neurons,0.0066709877,0.012421565,0.703,0.297,0.297,0.211,False,Calb2
Endothelial Cells,-0.007900953,0.030998375,0.401,0.599,0.401,0.24266666666666667,False,Calb2
Excitatory Neurons,0.0029740545,0.012465672,0.59,0.41,0.41,0.26657142857142857,False,Calb2
Neural Stem Cells,-0.0026799918,0.021387905,0.44,0.56,0.44,0.28825,False,Calb2
Medium Spiny Neurons,0.0006587898,0.009588062,0.55,0.45,0.45,0.30622222222222223,False,Calb2
GABAergic Neurons,-0.0029480746,0.019791715,0.458,0.542,0.458,0.3214,False,Calb2
Microglia,-0.0004949727,0.018132078,0.476,0.524,0.476,0.3354545454545455,False,Calb2
Oligodendrocytes,-0.00031573206,0.010218601,0.496,0.504,0.496,0.34883333333333333,False,Calb2
